sid,form,aic,tau,step,scale,mean,var,delta_mean,delta_var,group,k,aicc,delta_aicc,akw,er,drank
1,mean + delta_var,705.9198,704.927079583683,0.9992834599567076,0.0024458458620850608,0.004429589401877696,,,1.0,0,6,706.2654790123457,99.64080000000001,1.7136522505034992e-22,4.3323626814979346e+21,11
1,mean + var + delta_mean,707.9198,917.215432749101,0.9995876153015804,9.463490080755412e-05,0.0037901527483709093,-0.9999999941247474,1.0,,0,7,708.3826099173554,101.75793090500963,5.945570879684479e-23,1.2486880081631955e+22,13
1,mean + var + delta_mean + delta_var,709.9198,470.1614816062513,0.9994080180068048,0.003148133443350025,0.006807325958140985,-0.9692062268891574,0.003922915675478816,0.926327208604662,0,8,710.517310373444,103.89263136109832,2.0447925143021723e-23,3.6307659614452175e+22,14
2,mean + delta_mean + delta_var,265.7898,1000.0,0.0037773636782297,0.0014951618272489404,0.24306744710575456,,-0.08964811691679299,-1.0,0,7,266.25260991735536,0.0,0.6024887748079146,1.0,0
2,mean + var,266.8384,1000.0,0.004249289538604732,,0.17101371097815035,1.0,,,0,5,267.08430163934423,0.8316917219888751,0.3975112251920855,1.5156522297371096,1
2,mean,617.4652,653.9757258798477,0.06979120457210627,,0.004111242043690079,,,,0,4,617.6284653061224,351.37585538876704,3.017528809276276e-77,1.9966297354172253e+76,2
2,mean + var + delta_mean,644.5668,895.7187255564266,0.004286038454521091,0.5247108274046419,0.21074450878717574,1.0,-0.09727826007423594,,0,7,645.0296099173553,378.77699999999993,3.385076391262151e-83,1.779838045496138e+82,3
2,mean + var + delta_mean + delta_var,684.0914,1000.0,0.0026011803076112427,0.0,0.3827600203572692,1.0,-0.15649884352369725,-1.0,0,8,684.6889103734441,418.4363004560887,8.27295766207705e-92,7.282628528001566e+90,4
2,var,701.9198,109.54212472901588,0.10270216458605212,,,-0.059727864390149536,,,0,4,702.0830653061224,435.83045538876706,1.3821909639807373e-95,4.358940193565838e+94,5
2,delta_mean,703.9198,83.44561116604373,0.0,1.0,,,-1.0,,0,5,704.1657016393443,437.91309172198896,4.8789831225197406e-96,1.2348654620816983e+95,6
2,delta_var,703.9198,293.6093846096212,0.0,1.0,,,,-1.0,0,5,704.1657016393443,437.91309172198896,4.8789831225197406e-96,1.2348654620816983e+95,6
2,delta_mean + delta_var,705.9198,685.8139368176646,0.9108887246236186,0.9667405171044064,,,0.7396085718925178,-1.0,0,6,706.2654790123457,440.0128690949904,1.7075304324551065e-96,3.5284218855276826e+95,10
2,mean + delta_mean,705.9198,606.9077830481302,0.0017040506317862038,0.0,0.9910409467669626,,-1.0,,0,6,706.2654790123457,440.0128690949904,1.7075304324551065e-96,3.5284218855276826e+95,10
2,mean + delta_var,705.9198,1000.0,0.03329671553206896,0.9174801689745642,-0.004083717825187615,,,1.0,0,6,706.2654790123457,440.0128690949904,1.7075304324551065e-96,3.5284218855276826e+95,10
2,var + delta_mean,705.9198,967.9546071358886,0.9797244412067372,0.9779573769910276,,1.0,-0.9901537294328844,,0,6,706.2654790123457,440.0128690949904,1.7075304324551065e-96,3.5284218855276826e+95,10
2,var + delta_var,705.9198,1000.0,0.9803013932679436,0.9774071827612528,,0.999999891750581,,-0.9998607600549144,0,6,706.2654790123457,440.0128690949904,1.7075304324551065e-96,3.5284218855276826e+95,10
2,mean + var + delta_var,707.9198,1000.0,0.0029536773821647287,0.0,0.25633006335369485,1.0,,-1.0,0,7,708.3826099173554,442.13,5.924331037640356e-97,1.016973513093698e+96,13
2,var + delta_mean + delta_var,707.9198,878.197526946296,0.9750932698655136,0.9860445294454212,,0.9767776554420492,-0.9512894661271007,-0.9770773088904384,0,7,708.3826099173554,442.13,5.924331037640356e-97,1.016973513093698e+96,13
3,mean + delta_var,481.4112,447.0696011615899,0.3249645889397865,0.4264609871892802,-0.012769520854846316,,,0.16479909364124562,0,6,481.7568790123457,0.0,0.9995541871706617,1.0,0
3,mean + delta_mean + delta_var,496.7244,416.8635791079509,0.3278374171767731,0.4357311017848048,-0.015110739892444785,,-0.010865670900388948,0.19851577723088096,0,7,497.18720991735535,15.430330905009669,0.00044581282686438823,2242.093827135925,1
3,var + delta_mean,535.4112,90.10747471836292,0.5368594127762012,0.13493807592662302,,0.022767125759846102,0.12640935056947586,,0,6,535.7568790123457,54.00000000000006,1.878690898479506e-12,532048240601.81366,2
3,delta_mean,537.8104,266.4871723693123,0.5642513486563989,0.13709296127928505,,,0.042866477947181535,,0,5,538.0563016393443,56.29942262699859,5.950343703539093e-13,1679825967996.0264,3
3,mean + var + delta_mean + delta_var,603.1586,454.4885025274183,0.3451275123865355,0.3403270613209438,-0.007251055267531636,0.018461110729800025,-0.00838291580950337,0.1527137582875884,0,8,603.756110373444,121.99923136109834,3.2211418807908532e-27,3.103105122849328e+26,4
3,var,646.116,238.40141723885444,0.06571390664260053,,,0.04129505063422676,,,0,4,646.2792653061224,164.52238629377672,1.8802867440907444e-36,5.315966781726257e+35,5
3,mean + var + delta_mean,701.7666,670.2558866891558,0.2785223345771668,0.2771880863119652,-0.002636483934280489,0.0027123941881107487,0.029240919343679592,,0,7,702.2294099173554,220.4725309050097,1.3329214323353673e-48,7.498973029635934e+47,6
3,var + delta_mean + delta_var,709.2436,217.5854243987625,0.4164806567948107,0.21668416959499687,,0.07101922356060457,-0.0011264270502757718,0.22658435994397405,0,7,709.7064099173554,227.94953090500968,3.1709882337339986e-50,3.152185102855573e+49,7
3,mean,768.4618,631.4012830175258,0.235545285121638,,-0.0045617814241201505,,,,0,4,768.6250653061225,286.8681862937768,5.095316576595398e-63,1.9617116466560091e+62,8
3,delta_var,770.4618,387.91682361716585,0.75741404678194,0.15993349585684213,,,,0.047359287786988745,0,5,770.7077016393444,288.9508226269987,1.7985910940632127e-63,5.557428758932416e+62,9
3,mean + var,770.4618,14.374785529322946,0.05981786942460901,,0.10159683339896307,1.0,,,0,5,770.7077016393444,288.9508226269987,1.7985910940632127e-63,5.557428758932416e+62,9
3,delta_mean + delta_var,772.4618,151.51649313178032,0.6256424022575179,0.1358391279180366,,,0.05721149321170359,0.04139911916522656,0,6,772.8074790123458,291.0506000000001,6.294649830781894e-64,1.5879424813794628e+63,12
3,mean + delta_mean,772.4618,923.7694946109416,0.2791101434281497,0.2804409656576603,-0.0026896723824900016,,0.0211221007867856,,0,6,772.8074790123458,291.0506000000001,6.294649830781894e-64,1.5879424813794628e+63,12
3,var + delta_var,772.4618,966.7337723756224,0.4167201485283748,0.21617159219506665,,0.01583379210952142,,0.05040605087029898,0,6,772.8074790123458,291.0506000000001,6.294649830781894e-64,1.5879424813794628e+63,12
3,mean + var + delta_var,774.4618,51.02037724701663,0.3944907977207618,0.2465301272469307,-0.03145358180949598,0.2175545063728459,,0.9999789138739424,0,7,774.9246099173554,293.1677309050097,2.1839487399331752e-64,4.576820732528943e+63,14
4,mean + delta_mean,567.1556,216.36845012694042,0.9200377216229372,0.24924948801749264,0.01006082218288832,,0.003986600666948209,,0,6,567.5012790123458,0.0,0.5763524694974718,1.0,0
4,mean + var + delta_mean,569.0404,30.640956262778783,0.04405463701920575,0.5259072365677826,0.795321317107911,0.9999722887301916,-0.9785339660995888,,0,7,569.5032099173553,2.0019309050095444,0.21182361999999083,2.720907467720062,1
4,mean + var + delta_var,569.0404,1000.0,1.0,0.0007195586925584539,0.0013687771912291554,-1.0,,-1.0,0,7,569.5032099173553,2.0019309050095444,0.21182361999999083,2.720907467720062,1
4,var,596.3854,42.2357092250642,0.033974588355514236,,,-0.20279572129154053,,,0,4,596.5486653061224,29.04738629377664,2.8387579780526964e-07,2030298.0174901434,3
4,var + delta_mean,605.0194,498.67608617642577,0.02070604053378801,0.0,,0.022964490731665645,0.0200959658371616,,0,6,605.3650790123457,37.86379999999997,3.4567538592353124e-09,166732284.96083024,4
4,var + delta_var,605.1926,360.39486554787385,0.0017905599027515293,1.0,,-0.9999999999272264,,1.0,0,6,605.5382790123457,38.03699999999992,3.1699948323697644e-09,181814955.53625655,5
4,var + delta_mean + delta_var,668.9284,767.7486444006507,0.9963932471363198,0.000859788185428681,,-1.0,-0.032053946628434166,-0.8115979802917265,0,7,669.3912099173554,101.88993090500958,4.320865835821949e-23,1.333881891724679e+22,6
4,mean,701.9198,376.59230064743593,0.9666576418175518,,0.004718625356920824,,,,0,4,702.0830653061224,134.58178629377664,3.440523925481183e-30,1.675188087572635e+29,7
4,delta_mean,703.9198,83.19283875306095,0.0,1.0,,,-1.0,,0,5,704.1657016393443,136.66442262699854,1.214467363952612e-30,4.7457221709249715e+29,9
4,delta_var,703.9198,549.591104610325,0.6986653012747344,0.9828582612744572,,,,-0.5491698821743205,0,5,704.1657016393443,136.66442262699854,1.214467363952612e-30,4.7457221709249715e+29,9
4,mean + var,703.9198,661.8686364575323,0.9734293569715544,,0.0026182503172384533,-0.003852325744575293,,,0,5,704.1657016393443,136.66442262699854,1.214467363952612e-30,4.7457221709249715e+29,9
4,delta_mean + delta_var,705.9198,944.9632767431116,0.6160520164153956,0.9939256883180492,,,-0.40201501334418976,-0.338554704051207,0,6,706.2654790123457,138.76419999999996,4.250352852423146e-31,1.3560108760591267e+30,11
4,mean + delta_var,705.9198,967.3995171590424,0.01820225719004075,0.946674226619942,0.025051095657856626,,,-0.9999884870979456,0,6,706.2654790123457,138.76419999999996,4.250352852423146e-31,1.3560108760591267e+30,11
4,mean + delta_mean + delta_var,707.9198,1000.0,1.0,0.001622522911688997,0.002804966652845698,,0.06868488535575072,-1.0,0,7,708.3826099173554,140.88133090500958,1.4746734140678749e-31,3.9083397313552163e+30,13
4,mean + var + delta_mean + delta_var,709.9198,967.2033326171213,0.8246291589827934,0.002173185586939476,0.0033717240774162626,-0.9096353292291838,0.07743387167492799,-0.9999981361800307,0,8,710.517310373444,143.01603136109827,5.071676411141263e-32,1.1364141218303337e+31,14
5,mean + delta_var,459.2078,332.70663367353745,0.10968921504666404,0.17799130647131514,-0.011534379406520608,,,0.3510355775724639,0,6,459.5534790123457,0.0,0.9689843269263402,1.0,0
5,mean + delta_mean + delta_var,465.9744,141.94403649641382,0.1093281232501068,0.17969072251736767,-0.03349410124953681,,-0.051389952512909516,1.0,0,7,466.43720991735535,6.8837309050096565,0.03101227161718013,31.24519025525185,1
5,var + delta_var,484.3274,341.1616717007229,0.5516104297213769,0.28013521645336165,,-0.14940774597191034,,-0.1869858067321026,0,6,484.6730790123457,25.11959999999999,3.4014564796386965e-06,284873.3572593779,2
5,mean,589.6778,466.7394838036917,0.18792529925501286,,0.009195105693318271,,,,0,4,589.8410653061225,130.28758629377677,4.95138684592568e-29,1.956995801537266e+28,3
5,mean + var + delta_mean + delta_var,597.5509999999998,999.9983254776092,0.10309818659011706,0.2115941653057648,-0.0043830963658788285,0.0071311163760097935,-0.01075081293269124,0.17290323015042608,0,8,598.1485103734439,138.59503136109817,7.776569950391349e-31,1.2460304904446682e+30,4
5,mean + delta_mean,673.9522,34.716613620880516,0.09693990947140103,0.1328918776675112,-0.06571602182695797,,1.0,,0,6,674.2978790123457,214.74439999999998,2.2654933029433706e-47,4.2771449629421456e+46,5
5,var + delta_mean + delta_var,687.9602,139.2256242954976,0.10697160662598364,0.19112589140131486,,0.10582043900528723,-0.0402709047195662,0.9999624858303434,0,7,688.4230099173553,228.86953090500964,1.9405711859592359e-50,4.993294417320566e+49,6
5,var,698.0186,49.519582175682345,0.0026651241458641693,,,-0.9999999999058076,,,0,4,698.1818653061224,238.6283862937767,1.4750986178221412e-52,6.568946070581802e+51,7
5,delta_mean,709.465,281.79164427769865,0.3680113877337045,0.9652990954807268,,,-0.9913158939807208,,0,5,709.7109016393443,250.15742262699865,4.627246392197961e-55,2.0940841372963254e+54,9
5,delta_var,709.465,607.5726136003219,0.9893825317909076,0.2545181349794957,,,,-0.026912441650018028,0,5,709.7109016393443,250.15742262699865,4.627246392197961e-55,2.0940841372963254e+54,9
5,mean + var,709.465,213.6431827041841,0.23552623690715235,,-0.017038095621012286,-0.12207346893113424,,,0,5,709.7109016393443,250.15742262699865,4.627246392197961e-55,2.0940841372963254e+54,9
5,var + delta_mean,711.078,600.5412570593116,0.38005670379143214,0.3966225513064802,,-0.02520537863085852,-0.02738963169762405,,0,6,711.4236790123457,251.8702,1.9651592257760955e-55,4.9308183999373466e+54,11
5,delta_mean + delta_var,711.465,75.2727420297379,0.30684760589747845,0.7888897930963313,,,-1.0,0.7412194157044576,0,6,711.8106790123458,252.25720000000007,1.6194284412825715e-55,5.98349579533699e+54,12
5,mean + var + delta_mean,713.465,337.76682507734694,0.047879328552217985,0.8037736064423616,-0.013364990697216186,-0.046944434561159314,0.8024791899244692,,0,7,713.9278099173554,254.37433090500969,5.61865838264064e-56,1.7245830960645446e+55,13
5,mean + var + delta_var,713.465,593.3234610182552,0.5442457724685783,0.2509746726969124,0.002604344958611006,-0.07768699433411146,,-0.10183828384173814,0,7,713.9278099173554,254.37433090500969,5.61865838264064e-56,1.7245830960645446e+55,13
6,var + delta_mean + delta_var,366.3618,536.4970263697269,0.16522784020780584,0.8615831200010413,,0.0620891026368082,-0.778189816722391,0.9652695234265776,0,7,366.82460991735536,0.0,1.0,1.0,0
6,mean + var + delta_var,586.7768,775.0016826021596,0.3370062852703625,0.98409978210734,0.00299607462881872,0.02087413224324493,,-1.0,0,7,587.2396099173553,220.41499999999996,1.37243215805838e-48,7.2863346587180625e+47,1
6,mean + delta_mean,590.7366,699.1378265119153,0.6624107509770012,0.9877445838422824,0.003358805431806539,,0.987944173681348,,0,6,591.0822790123457,224.25766909499032,2.0093976674235275e-49,4.976615710329809e+48,2
6,var,624.1248,563.8414966145698,0.7151411571644378,,,0.01818548360850209,,,0,4,624.2880653061225,257.4634553887671,1.2374310704748754e-56,8.08125821195229e+55,3
6,mean + delta_var,666.8804,1000.0,0.7621713273096341,0.9914237806995796,0.0017804640714448028,,,0.9971240332611236,0,6,667.2260790123457,300.4014690949904,5.870158235448307e-66,1.7035315912972652e+65,4
6,mean + delta_mean + delta_var,677.6339999999999,641.5797260447282,0.1874232934951674,0.8177503585189767,-0.03480915557097832,,-0.7013539671137818,1.0,0,7,678.0968099173552,311.2721999999999,2.5591785384903378e-68,3.9075038531305485e+67,5
6,mean,699.1472,152.54832146202975,0.05445365147174214,,-0.013631817307456278,,,,0,4,699.3104653061224,332.48585538876705,6.333063562407701e-73,1.5790146271954052e+72,6
6,delta_mean,701.1472,28.800920602189393,1.0,0.5009509053997786,,,0.2058882708607372,,0,5,701.3931016393443,334.56849172198895,2.2355022598210627e-73,4.473267676678812e+72,8
6,delta_var,701.1472,81.91927581933807,0.3354572073048657,0.9840869488497191,,,,-0.6506740502618454,0,5,701.3931016393443,334.56849172198895,2.2355022598210627e-73,4.473267676678812e+72,8
6,mean + var,701.1472,204.69976982461628,0.4888532015101084,,0.009694057596587674,0.06315224215021611,,,0,5,701.3931016393443,334.56849172198895,2.2355022598210627e-73,4.473267676678812e+72,8
6,delta_mean + delta_var,703.1472,425.9698441874577,1.0,0.4449248314683521,,,0.1125301044250182,-0.1388819738119056,0,6,703.4928790123457,336.66826909499036,7.823737128435173e-74,1.2781615532116047e+73,11
6,var + delta_mean,703.1472,354.23448440609155,0.23897580072269525,0.9453920934577924,,0.0541132166823043,-1.0,,0,6,703.4928790123457,336.66826909499036,7.823737128435173e-74,1.2781615532116047e+73,11
6,var + delta_var,703.1472,1000.0,0.992299118992718,0.001795976872605511,,1.0,,0.6878382727301025,0,6,703.4928790123457,336.66826909499036,7.823737128435173e-74,1.2781615532116047e+73,11
6,mean + var + delta_mean,705.1472,257.8655581984709,0.23808373643370245,0.929563002230716,0.004514932726128255,0.08059832171450344,-1.0,,0,7,705.6100099173553,338.7854,2.714470431644641e-74,3.683959818984364e+73,13
6,mean + var + delta_mean + delta_var,707.1472,926.2229338635416,0.8434405088968214,0.7742865608684975,0.00174696638173196,-0.2940944248566126,1.0,-0.9935743424059162,0,8,707.744710373444,340.9201004560887,9.335569167777048e-75,1.071171968230531e+74,14
7,mean + var + delta_mean + delta_var,344.0224,530.9389158069886,0.6195669733265025,0.4930519415414446,0.0024601532730604307,-0.0164231183430223,0.02425539810948274,0.08774180780443139,0,8,344.619910373444,0.0,0.9999999931904275,1.0,0
7,mean + var + delta_var,381.861,864.4767965345966,0.988756672265436,0.31983337642080834,0.0008608256804696657,-1.0,,0.053516408704838966,0,7,382.32380991735533,37.70389954391135,6.496840996204877e-09,153920958.47421485,1
7,mean + delta_var,388.1406,501.1920477572673,0.6269812833570142,0.396095998286122,0.002977880283284413,,,0.1042282479144099,0,6,388.4862790123457,43.86636863890169,2.982215866853322e-10,3353211296.02055,2
7,delta_var,394.2864,136.87772087401635,0.6121138521324421,0.3760707012784388,,,,0.3418107799908048,0,5,394.53230163934427,49.91239126590028,1.4509817309697532e-11,68918854858.50223,3
7,mean + var + delta_mean,419.8452,119.55153357098473,0.9262030873067691,0.25211294750309626,0.01098531791882078,-0.511011920194391,0.09920980124903134,,0,7,420.3080099173553,75.68809954391133,3.6689180235696907e-17,2.72559917328835e+16,4
7,mean + delta_mean,460.6026,357.33665739150894,0.3195026493525126,0.7462740536594059,0.006441852808273804,,0.2266232587852644,,0,6,460.94827901234567,116.32836863890168,5.4905481273487e-26,1.8213117706943987e+25,5
7,var,642.644,839.2571359120842,0.9987760460278436,,,-0.9989638735685618,,,0,4,642.8072653061224,298.18735493267843,1.7759821102542073e-65,5.630687310511767e+64,6
7,var + delta_mean,646.7594,887.7560364017329,0.999115304372326,4.3950968961646147e-05,,-1.0,0.9999999999679048,,0,6,647.1050790123458,302.48516863890177,2.0710004741205275e-66,4.8285840862257075e+65,7
7,var + delta_mean + delta_var,658.7274,583.0441634540267,1.0,0.9991203234693768,,1.0,-1.0,-1.0,0,7,659.1902099173553,314.57029954391135,4.919572506586167e-69,2.0326969301736268e+68,8
7,mean + var,664.512,1000.0,0.9985686722349134,,-0.0009180697176806749,-1.0,,,0,5,664.7579016393443,320.13799126590027,3.040314213629699e-70,3.2891336977850423e+69,9
7,mean + delta_mean + delta_var,664.8578,888.7092371889145,0.620874861716453,0.3702890105066913,0.0029577596149613877,,0.009109697764773168,0.04698271142833598,0,7,665.3206099173553,320.70069954391136,2.2947105896155287e-70,4.3578479905737235e+69,10
7,var + delta_var,697.4092,155.91159931654758,0.932336510255185,0.3645400162039377,,-0.8982836733502986,,0.3281022592504525,0,6,697.7548790123458,353.1349686389018,2.0783365419024685e-77,4.811540253606123e+76,11
7,mean,701.9198,648.4066639197646,0.22218621785794074,,-0.001128338719424535,,,,0,4,702.0830653061224,357.46315493267844,2.387053548243424e-78,4.1892650205786287e+77,12
7,delta_mean,703.9198,990.6937692547757,1.0,0.9989655163145688,,,-1.0,,0,5,704.1657016393443,359.54579126590033,8.426038281200075e-79,1.1867973534153027e+78,13
7,delta_mean + delta_var,705.9198,511.22045347958436,0.4692242534221902,0.7613748956597319,,,0.03370906404911337,0.2705454497545928,0,6,706.2654790123457,361.64556863890175,2.9489171060608914e-79,3.3910752904350334e+78,14
8,delta_var,585.965,599.754345623118,1.0,0.377026905659456,,,,-0.01893195542108669,0,5,586.2109016393443,0.0,0.9889114164250786,1.0,0
8,var + delta_var,594.8466,1000.0,0.979109748960525,0.9753992990573288,,1.0,,-0.9995380566316264,0,6,595.1922790123457,8.98137737300135,0.011088583574921472,89.18284375487353,1
8,mean,701.6452,734.6181478210817,1.0,,0.001555229359180983,,,,0,4,701.8084653061225,115.59756366677811,7.824658272707432e-26,1.263839751154912e+25,2
8,var,701.9198,303.27852934812734,0.37702690494974256,,,-0.03743925055811125,,,0,4,702.0830653061224,115.87216366677808,6.820822489744671e-26,1.4498418891738338e+25,3
8,delta_mean,703.9198,318.6884013001502,1.0490189860419993e-05,6.8911631109488845e-09,,,-0.9999998953248468,,0,5,704.1657016393443,117.95479999999998,2.407675833252742e-26,4.107327916686653e+25,4
8,mean + var,703.9198,582.3936276532571,0.349470394668428,,-0.0021368456460627303,-0.02457451077185836,,,0,5,704.1657016393443,117.95479999999998,2.407675833252742e-26,4.107327916686653e+25,4
8,mean + delta_var,705.6452,392.02141192592,9.482651769124975e-06,0.9999999999999696,-0.9999999999976656,,,1.0,0,6,705.9908790123458,119.77997737300143,9.666422710310635e-27,1.0230376283568293e+26,6
8,delta_mean + delta_var,705.9198,52.16214561711604,0.9999999999999802,0.8099403918598798,,,-0.9999999999997145,1.0,0,6,706.2654790123457,120.0545773730014,8.426304526018844e-27,1.173600376501355e+26,8
8,mean + delta_mean,705.9198,504.12477395031937,0.036411251095828816,0.002581456466900993,-0.9886655699017384,,0.9999880486258512,,0,6,706.2654790123457,120.0545773730014,8.426304526018844e-27,1.173600376501355e+26,8
8,var + delta_mean,705.9198,92.99976833316781,0.8966970248696178,0.914456370987666,,0.5322955245299816,-1.0,,0,6,706.2654790123457,120.0545773730014,8.426304526018844e-27,1.173600376501355e+26,8
8,var + delta_mean + delta_var,707.6976,1000.0,0.989612574653597,0.8988703306447606,,1.0,-1.0,0.9950802311352088,0,7,708.1604099173553,121.94950827801097,3.2670676897127485e-27,3.0269082564127313e+26,10
8,mean + delta_mean + delta_var,707.9198,489.9344392069688,0.21062804305437047,0.8716443144971849,-0.0033398118169392947,,-0.3465236026616045,1.0,0,7,708.3826099173554,122.17170827801101,2.9235331029694737e-27,3.382590111330114e+26,12
8,mean + var + delta_mean,707.9198,183.8222623083305,0.035849609083071,0.009941996518238785,-0.9863429617610888,-0.07660751414085874,0.99954111777761,,0,7,708.3826099173554,122.17170827801101,2.9235331029694737e-27,3.382590111330114e+26,12
8,mean + var + delta_var,707.9198,402.81830198264845,9.232088288229332e-06,0.9999999999997656,-0.9999999999987446,1.0,,1.0,0,7,708.3826099173554,122.17170827801101,2.9235331029694737e-27,3.382590111330114e+26,12
8,mean + var + delta_mean + delta_var,709.9198,163.93018188784822,0.22904509811464194,0.7187816372923114,-0.018559181572933955,-0.05968091202459608,-0.2859374025509814,0.9739125359415384,0,8,710.517310373444,124.3064087340997,1.005457461569077e-27,9.835437641308292e+26,14
