sid,group,activity,item,rating,rating_norm
108,0,A3,prog,6,-2.071428571428571
108,0,A4,prog,8,-0.07142857142857117
108,0,A1,rule,10,1.9285714285714288
108,0,A2,rule,7,-1.0714285714285712
108,0,A3,rule,10,1.9285714285714288
108,0,A4,rule,8,-0.07142857142857117
108,0,A1,time,10,1.9285714285714288
108,0,A2,time,8,-0.07142857142857117
108,0,A3,time,6,-2.071428571428571
108,0,A4,time,8,-0.07142857142857117
109,0,A1,comp,1,-5.035714285714286
109,0,A2,comp,10,3.9642857142857144
109,0,A3,comp,10,3.9642857142857144
109,0,A4,comp,10,3.9642857142857144
109,0,A1,lrn1,3,-3.0357142857142856
109,0,A2,lrn1,10,3.9642857142857144
109,0,A3,lrn1,10,3.9642857142857144
109,0,A4,lrn1,10,3.9642857142857144
109,0,A1,lrn2,1,-5.035714285714286
109,0,A2,lrn2,8,1.9642857142857144
109,0,A3,lrn2,8,1.9642857142857144
109,0,A4,lrn2,5,-1.0357142857142856
109,0,A1,int,10,3.9642857142857144
109,0,A2,int,1,-5.035714285714286
109,0,A3,int,1,-5.035714285714286
109,0,A4,int,1,-5.035714285714286
109,0,A1,prog,10,3.9642857142857144
109,0,A2,prog,5,-1.0357142857142856
109,0,A3,prog,3,-3.0357142857142856
109,0,A4,prog,3,-3.0357142857142856
109,0,A1,rule,10,3.9642857142857144
109,0,A2,rule,6,-0.03571428571428559
109,0,A3,rule,8,1.9642857142857144
109,0,A4,rule,4,-2.0357142857142856
109,0,A1,time,10,3.9642857142857144
109,0,A2,time,2,-4.035714285714286
109,0,A3,time,6,-0.03571428571428559
109,0,A4,time,3,-3.0357142857142856
110,0,A1,comp,2,-4.857142857142857
110,0,A2,comp,3,-3.8571428571428568
110,0,A3,comp,8,1.1428571428571432
110,0,A4,comp,8,1.1428571428571432
110,0,A1,lrn1,9,2.1428571428571432
110,0,A2,lrn1,10,3.1428571428571432
110,0,A3,lrn1,10,3.1428571428571432
110,0,A4,lrn1,10,3.1428571428571432
110,0,A1,lrn2,2,-4.857142857142857
110,0,A2,lrn2,5,-1.8571428571428568
110,0,A3,lrn2,10,3.1428571428571432
110,0,A4,lrn2,10,3.1428571428571432
110,0,A1,int,8,1.1428571428571432
110,0,A2,int,8,1.1428571428571432
110,0,A3,int,5,-1.8571428571428568
110,0,A4,int,4,-2.8571428571428568
110,0,A1,prog,9,2.1428571428571432
110,0,A2,prog,9,2.1428571428571432
110,0,A3,prog,4,-2.8571428571428568
110,0,A4,prog,4,-2.8571428571428568
110,0,A1,rule,10,3.1428571428571432
110,0,A2,rule,9,2.1428571428571432
110,0,A3,rule,6,-0.8571428571428568
110,0,A4,rule,6,-0.8571428571428568
110,0,A1,time,9,2.1428571428571432
110,0,A2,time,8,1.1428571428571432
110,0,A3,time,3,-3.8571428571428568
110,0,A4,time,3,-3.8571428571428568
111,0,A1,comp,2,-4.5
111,0,A2,comp,1,-5.5
111,0,A3,comp,10,3.5
111,0,A4,comp,9,2.5
111,0,A1,lrn1,8,1.5
111,0,A2,lrn1,6,-0.5
111,0,A3,lrn1,10,3.5
111,0,A4,lrn1,7,0.5
111,0,A1,lrn2,1,-5.5
111,0,A2,lrn2,1,-5.5
111,0,A3,lrn2,8,1.5
111,0,A4,lrn2,9,2.5
111,0,A1,int,6,-0.5
111,0,A2,int,9,2.5
111,0,A3,int,4,-2.5
111,0,A4,int,6,-0.5
111,0,A1,prog,10,3.5
111,0,A2,prog,10,3.5
111,0,A3,prog,6,-0.5
111,0,A4,prog,8,1.5
111,0,A1,rule,10,3.5
111,0,A2,rule,10,3.5
111,0,A3,rule,5,-1.5
111,0,A4,rule,6,-0.5
111,0,A1,time,6,-0.5
111,0,A2,time,8,1.5
111,0,A3,time,2,-4.5
111,0,A4,time,4,-2.5
112,0,A1,comp,1,-4.714285714285714
112,0,A2,comp,2,-3.7142857142857144
112,0,A3,comp,8,2.2857142857142856
112,0,A4,comp,10,4.285714285714286
112,0,A1,lrn1,1,-4.714285714285714
112,0,A2,lrn1,3,-2.7142857142857144
112,0,A3,lrn1,8,2.2857142857142856
112,0,A4,lrn1,10,4.285714285714286
112,0,A1,lrn2,1,-4.714285714285714
112,0,A2,lrn2,1,-4.714285714285714
112,0,A3,lrn2,10,4.285714285714286
112,0,A4,lrn2,10,4.285714285714286
112,0,A1,int,7,1.2857142857142856
112,0,A2,int,9,3.2857142857142856
112,0,A3,int,3,-2.7142857142857144
112,0,A4,int,3,-2.7142857142857144
112,0,A1,prog,10,4.285714285714286
112,0,A2,prog,10,4.285714285714286
112,0,A3,prog,4,-1.7142857142857144
112,0,A4,prog,2,-3.7142857142857144
112,0,A1,rule,10,4.285714285714286
112,0,A2,rule,10,4.285714285714286
112,0,A3,rule,5,-0.7142857142857144
112,0,A4,rule,2,-3.7142857142857144
112,0,A1,time,1,-4.714285714285714
112,0,A2,time,3,-2.7142857142857144
112,0,A3,time,8,2.2857142857142856
112,0,A4,time,8,2.2857142857142856
113,0,A1,comp,1,-6.035714285714286
113,0,A2,comp,8,0.9642857142857144
113,0,A3,comp,7,-0.03571428571428559
113,0,A4,comp,10,2.9642857142857144
113,0,A1,lrn1,10,2.9642857142857144
113,0,A2,lrn1,8,0.9642857142857144
113,0,A3,lrn1,7,-0.03571428571428559
113,0,A4,lrn1,10,2.9642857142857144
113,0,A1,lrn2,2,-5.035714285714286
113,0,A2,lrn2,8,0.9642857142857144
113,0,A3,lrn2,8,0.9642857142857144
113,0,A4,lrn2,10,2.9642857142857144
113,0,A1,int,10,2.9642857142857144
113,0,A2,int,9,1.9642857142857144
113,0,A3,int,9,1.9642857142857144
113,0,A4,int,3,-4.035714285714286
113,0,A1,prog,10,2.9642857142857144
113,0,A2,prog,5,-2.0357142857142856
113,0,A3,prog,7,-0.03571428571428559
113,0,A4,prog,1,-6.035714285714286
113,0,A1,rule,10,2.9642857142857144
113,0,A2,rule,6,-1.0357142857142856
113,0,A3,rule,10,2.9642857142857144
113,0,A4,rule,3,-4.035714285714286
113,0,A1,time,2,-5.035714285714286
113,0,A2,time,8,0.9642857142857144
113,0,A3,time,5,-2.0357142857142856
113,0,A4,time,10,2.9642857142857144
114,0,A1,comp,6,0.14285714285714324
114,0,A2,comp,10,4.142857142857143
114,0,A3,comp,8,2.1428571428571432
114,0,A4,comp,10,4.142857142857143
114,0,A1,lrn1,7,1.1428571428571432
114,0,A2,lrn1,8,2.1428571428571432
114,0,A3,lrn1,9,3.1428571428571432
114,0,A4,lrn1,5,-0.8571428571428568
114,0,A1,lrn2,2,-3.8571428571428568
114,0,A2,lrn2,10,4.142857142857143
114,0,A3,lrn2,9,3.1428571428571432
114,0,A4,lrn2,10,4.142857142857143
114,0,A1,int,9,3.1428571428571432
114,0,A2,int,3,-2.8571428571428568
114,0,A3,int,5,-0.8571428571428568
114,0,A4,int,1,-4.857142857142857
114,0,A1,prog,9,3.1428571428571432
114,0,A2,prog,2,-3.8571428571428568
114,0,A3,prog,4,-1.8571428571428568
114,0,A4,prog,3,-2.8571428571428568
114,0,A1,rule,10,4.142857142857143
114,0,A2,rule,1,-4.857142857142857
114,0,A3,rule,1,-4.857142857142857
114,0,A4,rule,1,-4.857142857142857
114,0,A1,time,9,3.1428571428571432
114,0,A2,time,4,-1.8571428571428568
114,0,A3,time,4,-1.8571428571428568
114,0,A4,time,4,-1.8571428571428568
115,0,A1,comp,1,-4.928571428571429
115,0,A2,comp,3,-2.928571428571429
115,0,A3,comp,3,-2.928571428571429
115,0,A4,comp,10,4.071428571428571
115,0,A1,lrn1,9,3.071428571428571
115,0,A2,lrn1,6,0.07142857142857117
115,0,A3,lrn1,9,3.071428571428571
115,0,A4,lrn1,4,-1.9285714285714288
115,0,A1,lrn2,9,3.071428571428571
115,0,A2,lrn2,9,3.071428571428571
115,0,A3,lrn2,9,3.071428571428571
115,0,A4,lrn2,1,-4.928571428571429
115,0,A1,int,2,-3.928571428571429
115,0,A2,int,3,-2.928571428571429
115,0,A3,int,7,1.0714285714285712
115,0,A4,int,10,4.071428571428571
115,0,A1,prog,10,4.071428571428571
115,0,A2,prog,9,3.071428571428571
115,0,A3,prog,8,2.071428571428571
115,0,A4,prog,1,-4.928571428571429
115,0,A1,rule,10,4.071428571428571
115,0,A2,rule,8,2.071428571428571
115,0,A3,rule,9,3.071428571428571
115,0,A4,rule,1,-4.928571428571429
115,0,A1,time,1,-4.928571428571429
115,0,A2,time,2,-3.928571428571429
115,0,A3,time,4,-1.9285714285714288
115,0,A4,time,8,2.071428571428571
116,0,A1,comp,1,-4.428571428571429
116,0,A2,comp,2,-3.428571428571429
116,0,A3,comp,8,2.571428571428571
116,0,A4,comp,10,4.571428571428571
116,0,A1,lrn1,3,-2.428571428571429
116,0,A2,lrn1,3,-2.428571428571429
116,0,A3,lrn1,10,4.571428571428571
116,0,A4,lrn1,8,2.571428571428571
116,0,A1,lrn2,1,-4.428571428571429
116,0,A2,lrn2,1,-4.428571428571429
116,0,A3,lrn2,7,1.5714285714285712
116,0,A4,lrn2,7,1.5714285714285712
116,0,A1,int,2,-3.428571428571429
116,0,A2,int,4,-1.4285714285714288
116,0,A3,int,8,2.571428571428571
116,0,A4,int,9,3.571428571428571
116,0,A1,prog,3,-2.428571428571429
116,0,A2,prog,3,-2.428571428571429
116,0,A3,prog,8,2.571428571428571
116,0,A4,prog,5,-0.4285714285714288
116,0,A1,rule,10,4.571428571428571
116,0,A2,rule,10,4.571428571428571
116,0,A3,rule,3,-2.428571428571429
116,0,A4,rule,3,-2.428571428571429
116,0,A1,time,6,0.5714285714285712
116,0,A2,time,3,-2.428571428571429
116,0,A3,time,7,1.5714285714285712
116,0,A4,time,7,1.5714285714285712
117,0,A1,comp,2,-3.8928571428571432
117,0,A2,comp,2,-3.8928571428571432
117,0,A3,comp,8,2.1071428571428568
117,0,A4,comp,9,3.1071428571428568
117,0,A1,lrn1,2,-3.8928571428571432
117,0,A2,lrn1,8,2.1071428571428568
117,0,A3,lrn1,9,3.1071428571428568
117,0,A4,lrn1,6,0.10714285714285676
117,0,A1,lrn2,2,-3.8928571428571432
117,0,A2,lrn2,2,-3.8928571428571432
117,0,A3,lrn2,9,3.1071428571428568
117,0,A4,lrn2,9,3.1071428571428568
117,0,A1,int,2,-3.8928571428571432
117,0,A2,int,4,-1.8928571428571432
117,0,A3,int,9,3.1071428571428568
117,0,A4,int,9,3.1071428571428568
117,0,A1,prog,7,1.1071428571428568
117,0,A2,prog,9,3.1071428571428568
117,0,A3,prog,6,0.10714285714285676
117,0,A4,prog,5,-0.8928571428571432
117,0,A1,rule,9,3.1071428571428568
117,0,A2,rule,9,3.1071428571428568
117,0,A3,rule,2,-3.8928571428571432
117,0,A4,rule,2,-3.8928571428571432
117,0,A1,time,9,3.1071428571428568
117,0,A2,time,9,3.1071428571428568
117,0,A3,time,3,-2.8928571428571432
117,0,A4,time,3,-2.8928571428571432
118,0,A1,comp,10,4.428571428571429
118,0,A2,comp,1,-4.571428571428571
118,0,A3,comp,7,1.4285714285714288
118,0,A4,comp,8,2.428571428571429
118,0,A1,lrn1,10,4.428571428571429
118,0,A2,lrn1,1,-4.571428571428571
118,0,A3,lrn1,5,-0.5714285714285712
118,0,A4,lrn1,10,4.428571428571429
118,0,A1,lrn2,3,-2.571428571428571
118,0,A2,lrn2,1,-4.571428571428571
118,0,A3,lrn2,4,-1.5714285714285712
118,0,A4,lrn2,4,-1.5714285714285712
118,0,A1,int,10,4.428571428571429
118,0,A2,int,6,0.4285714285714288
118,0,A3,int,6,0.4285714285714288
118,0,A4,int,9,3.428571428571429
118,0,A1,prog,3,-2.571428571428571
118,0,A2,prog,10,4.428571428571429
118,0,A3,prog,5,-0.5714285714285712
118,0,A4,prog,3,-2.571428571428571
118,0,A1,rule,1,-4.571428571428571
118,0,A2,rule,10,4.428571428571429
118,0,A3,rule,8,2.428571428571429
118,0,A4,rule,3,-2.571428571428571
118,0,A1,time,4,-1.5714285714285712
118,0,A2,time,9,3.428571428571429
118,0,A3,time,2,-3.571428571428571
118,0,A4,time,3,-2.571428571428571
119,0,A1,comp,7,-1.3928571428571423
119,0,A2,comp,4,-4.392857142857142
119,0,A3,comp,5,-3.3928571428571423
119,0,A4,comp,8,-0.39285714285714235
119,0,A1,lrn1,10,1.6071428571428577
119,0,A2,lrn1,10,1.6071428571428577
119,0,A3,lrn1,10,1.6071428571428577
119,0,A4,lrn1,10,1.6071428571428577
119,0,A1,lrn2,10,1.6071428571428577
119,0,A2,lrn2,10,1.6071428571428577
119,0,A3,lrn2,10,1.6071428571428577
119,0,A4,lrn2,10,1.6071428571428577
119,0,A1,int,10,1.6071428571428577
119,0,A2,int,10,1.6071428571428577
119,0,A3,int,10,1.6071428571428577
119,0,A4,int,10,1.6071428571428577
119,0,A1,prog,9,0.6071428571428577
119,0,A2,prog,6,-2.3928571428571423
119,0,A3,prog,8,-0.39285714285714235
119,0,A4,prog,10,1.6071428571428577
119,0,A1,rule,10,1.6071428571428577
119,0,A2,rule,4,-4.392857142857142
119,0,A3,rule,5,-3.3928571428571423
119,0,A4,rule,8,-0.39285714285714235
119,0,A1,time,6,-2.3928571428571423
119,0,A2,time,10,1.6071428571428577
119,0,A3,time,9,0.6071428571428577
119,0,A4,time,6,-2.3928571428571423
120,0,A1,comp,1,-4.25
120,0,A2,comp,1,-4.25
120,0,A3,comp,7,1.75
120,0,A4,comp,10,4.75
120,0,A1,lrn1,7,1.75
120,0,A2,lrn1,1,-4.25
120,0,A3,lrn1,7,1.75
120,0,A4,lrn1,5,-0.25
120,0,A1,lrn2,1,-4.25
120,0,A2,lrn2,1,-4.25
120,0,A3,lrn2,9,3.75
120,0,A4,lrn2,5,-0.25
120,0,A1,int,4,-1.25
120,0,A2,int,1,-4.25
120,0,A3,int,7,1.75
120,0,A4,int,8,2.75
120,0,A1,prog,10,4.75
120,0,A2,prog,10,4.75
120,0,A3,prog,4,-1.25
120,0,A4,prog,1,-4.25
120,0,A1,rule,10,4.75
120,0,A2,rule,10,4.75
120,0,A3,rule,5,-0.25
120,0,A4,rule,1,-4.25
120,0,A1,time,4,-1.25
120,0,A2,time,1,-4.25
120,0,A3,time,7,1.75
120,0,A4,time,9,3.75
121,0,A1,comp,6,0.9285714285714288
121,0,A2,comp,8,2.928571428571429
121,0,A3,comp,7,1.9285714285714288
121,0,A4,comp,9,3.928571428571429
121,0,A1,lrn1,2,-3.071428571428571
121,0,A2,lrn1,4,-1.0714285714285712
121,0,A3,lrn1,9,3.928571428571429
121,0,A4,lrn1,9,3.928571428571429
121,0,A1,lrn2,5,-0.07142857142857117
121,0,A2,lrn2,2,-3.071428571428571
121,0,A3,lrn2,8,2.928571428571429
121,0,A4,lrn2,8,2.928571428571429
121,0,A1,int,10,4.928571428571429
121,0,A2,int,1,-4.071428571428571
121,0,A3,int,1,-4.071428571428571
121,0,A4,int,1,-4.071428571428571
121,0,A1,prog,10,4.928571428571429
121,0,A2,prog,1,-4.071428571428571
121,0,A3,prog,1,-4.071428571428571
121,0,A4,prog,1,-4.071428571428571
121,0,A1,rule,8,2.928571428571429
121,0,A2,rule,10,4.928571428571429
121,0,A3,rule,3,-2.071428571428571
121,0,A4,rule,5,-0.07142857142857117
121,0,A1,time,1,-4.071428571428571
121,0,A2,time,1,-4.071428571428571
121,0,A3,time,1,-4.071428571428571
121,0,A4,time,10,4.928571428571429
122,0,A1,comp,6,0.5714285714285712
122,0,A2,comp,5,-0.4285714285714288
122,0,A3,comp,3,-2.428571428571429
122,0,A4,comp,10,4.571428571428571
122,0,A1,lrn1,10,4.571428571428571
122,0,A2,lrn1,10,4.571428571428571
122,0,A3,lrn1,10,4.571428571428571
122,0,A4,lrn1,10,4.571428571428571
122,0,A1,lrn2,10,4.571428571428571
122,0,A2,lrn2,10,4.571428571428571
122,0,A3,lrn2,10,4.571428571428571
122,0,A4,lrn2,4,-1.4285714285714288
122,0,A1,int,1,-4.428571428571429
122,0,A2,int,1,-4.428571428571429
122,0,A3,int,1,-4.428571428571429
122,0,A4,int,10,4.571428571428571
122,0,A1,prog,1,-4.428571428571429
122,0,A2,prog,1,-4.428571428571429
122,0,A3,prog,1,-4.428571428571429
122,0,A4,prog,6,0.5714285714285712
122,0,A1,rule,5,-0.4285714285714288
122,0,A2,rule,5,-0.4285714285714288
122,0,A3,rule,5,-0.4285714285714288
122,0,A4,rule,4,-1.4285714285714288
122,0,A1,time,1,-4.428571428571429
122,0,A2,time,1,-4.428571428571429
122,0,A3,time,1,-4.428571428571429
122,0,A4,time,10,4.571428571428571
123,0,A1,comp,1,-5.357142857142857
123,0,A2,comp,6,-0.35714285714285676
123,0,A3,comp,8,1.6428571428571432
123,0,A4,comp,10,3.6428571428571432
123,0,A1,lrn1,10,3.6428571428571432
123,0,A2,lrn1,4,-2.3571428571428568
123,0,A3,lrn1,10,3.6428571428571432
123,0,A4,lrn1,4,-2.3571428571428568
123,0,A1,lrn2,1,-5.357142857142857
123,0,A2,lrn2,1,-5.357142857142857
123,0,A3,lrn2,10,3.6428571428571432
123,0,A4,lrn2,6,-0.35714285714285676
123,0,A1,int,10,3.6428571428571432
123,0,A2,int,10,3.6428571428571432
123,0,A3,int,1,-5.357142857142857
123,0,A4,int,6,-0.35714285714285676
123,0,A1,prog,10,3.6428571428571432
123,0,A2,prog,10,3.6428571428571432
123,0,A3,prog,7,0.6428571428571432
123,0,A4,prog,1,-5.357142857142857
123,0,A1,rule,10,3.6428571428571432
123,0,A2,rule,10,3.6428571428571432
123,0,A3,rule,5,-1.3571428571428568
123,0,A4,rule,2,-4.357142857142857
123,0,A1,time,10,3.6428571428571432
123,0,A2,time,7,0.6428571428571432
123,0,A3,time,6,-0.35714285714285676
123,0,A4,time,2,-4.357142857142857
124,0,A1,comp,1,-4.464285714285714
124,0,A2,comp,1,-4.464285714285714
124,0,A3,comp,9,3.5357142857142856
124,0,A4,comp,9,3.5357142857142856
124,0,A1,lrn1,2,-3.4642857142857144
124,0,A2,lrn1,4,-1.4642857142857144
124,0,A3,lrn1,8,2.5357142857142856
124,0,A4,lrn1,7,1.5357142857142856
124,0,A1,lrn2,1,-4.464285714285714
124,0,A2,lrn2,1,-4.464285714285714
124,0,A3,lrn2,9,3.5357142857142856
124,0,A4,lrn2,9,3.5357142857142856
124,0,A1,int,7,1.5357142857142856
124,0,A2,int,7,1.5357142857142856
124,0,A3,int,2,-3.4642857142857144
124,0,A4,int,3,-2.4642857142857144
124,0,A1,prog,10,4.535714285714286
124,0,A2,prog,10,4.535714285714286
124,0,A3,prog,2,-3.4642857142857144
124,0,A4,prog,4,-1.4642857142857144
124,0,A1,rule,10,4.535714285714286
124,0,A2,rule,8,2.5357142857142856
124,0,A3,rule,3,-2.4642857142857144
124,0,A4,rule,6,0.5357142857142856
124,0,A1,time,9,3.5357142857142856
124,0,A2,time,7,1.5357142857142856
124,0,A3,time,1,-4.464285714285714
124,0,A4,time,3,-2.4642857142857144
125,0,A1,comp,1,-5.071428571428571
125,0,A2,comp,10,3.928571428571429
125,0,A3,comp,1,-5.071428571428571
125,0,A4,comp,10,3.928571428571429
125,0,A1,lrn1,10,3.928571428571429
125,0,A2,lrn1,10,3.928571428571429
125,0,A3,lrn1,10,3.928571428571429
125,0,A4,lrn1,10,3.928571428571429
125,0,A1,lrn2,1,-5.071428571428571
125,0,A2,lrn2,7,0.9285714285714288
125,0,A3,lrn2,6,-0.07142857142857117
125,0,A4,lrn2,6,-0.07142857142857117
125,0,A1,int,10,3.928571428571429
125,0,A2,int,1,-5.071428571428571
125,0,A3,int,10,3.928571428571429
125,0,A4,int,1,-5.071428571428571
125,0,A1,prog,10,3.928571428571429
125,0,A2,prog,2,-4.071428571428571
125,0,A3,prog,8,1.9285714285714288
125,0,A4,prog,1,-5.071428571428571
125,0,A1,rule,10,3.928571428571429
125,0,A2,rule,3,-3.071428571428571
125,0,A3,rule,10,3.928571428571429
125,0,A4,rule,3,-3.071428571428571
125,0,A1,time,10,3.928571428571429
125,0,A2,time,1,-5.071428571428571
125,0,A3,time,7,0.9285714285714288
125,0,A4,time,1,-5.071428571428571
126,0,A1,comp,1,-4.392857142857143
126,0,A2,comp,7,1.6071428571428568
126,0,A3,comp,4,-1.3928571428571432
126,0,A4,comp,10,4.607142857142857
126,0,A1,lrn1,3,-2.3928571428571432
126,0,A2,lrn1,8,2.6071428571428568
126,0,A3,lrn1,5,-0.39285714285714324
126,0,A4,lrn1,10,4.607142857142857
126,0,A1,lrn2,1,-4.392857142857143
126,0,A2,lrn2,9,3.6071428571428568
126,0,A3,lrn2,6,0.6071428571428568
126,0,A4,lrn2,4,-1.3928571428571432
126,0,A1,int,9,3.6071428571428568
126,0,A2,int,4,-1.3928571428571432
126,0,A3,int,10,4.607142857142857
126,0,A4,int,1,-4.392857142857143
126,0,A1,prog,10,4.607142857142857
126,0,A2,prog,4,-1.3928571428571432
126,0,A3,prog,6,0.6071428571428568
126,0,A4,prog,1,-4.392857142857143
126,0,A1,rule,10,4.607142857142857
126,0,A2,rule,3,-2.3928571428571432
126,0,A3,rule,5,-0.39285714285714324
126,0,A4,rule,2,-3.3928571428571432
126,0,A1,time,10,4.607142857142857
126,0,A2,time,1,-4.392857142857143
126,0,A3,time,5,-0.39285714285714324
126,0,A4,time,2,-3.3928571428571432
127,0,A1,comp,2,-3.7142857142857144
127,0,A2,comp,3,-2.7142857142857144
127,0,A3,comp,7,1.2857142857142856
127,0,A4,comp,10,4.285714285714286
127,0,A1,lrn1,2,-3.7142857142857144
127,0,A2,lrn1,6,0.2857142857142856
127,0,A3,lrn1,8,2.2857142857142856
127,0,A4,lrn1,10,4.285714285714286
127,0,A1,lrn2,4,-1.7142857142857144
127,0,A2,lrn2,4,-1.7142857142857144
127,0,A3,lrn2,7,1.2857142857142856
127,0,A4,lrn2,2,-3.7142857142857144
127,0,A1,int,10,4.285714285714286
127,0,A2,int,8,2.2857142857142856
127,0,A3,int,3,-2.7142857142857144
127,0,A4,int,1,-4.714285714285714
127,0,A1,prog,10,4.285714285714286
127,0,A2,prog,9,3.2857142857142856
127,0,A3,prog,4,-1.7142857142857144
127,0,A4,prog,1,-4.714285714285714
127,0,A1,rule,10,4.285714285714286
127,0,A2,rule,10,4.285714285714286
127,0,A3,rule,5,-0.7142857142857144
127,0,A4,rule,3,-2.7142857142857144
127,0,A1,time,2,-3.7142857142857144
127,0,A2,time,3,-2.7142857142857144
127,0,A3,time,6,0.2857142857142856
127,0,A4,time,10,4.285714285714286
128,0,A1,comp,2,-3.428571428571429
128,0,A2,comp,2,-3.428571428571429
128,0,A3,comp,6,0.5714285714285712
128,0,A4,comp,10,4.571428571428571
128,0,A1,lrn1,3,-2.428571428571429
128,0,A2,lrn1,3,-2.428571428571429
128,0,A3,lrn1,9,3.571428571428571
128,0,A4,lrn1,5,-0.4285714285714288
128,0,A1,lrn2,1,-4.428571428571429
128,0,A2,lrn2,1,-4.428571428571429
128,0,A3,lrn2,1,-4.428571428571429
128,0,A4,lrn2,1,-4.428571428571429
128,0,A1,int,8,2.571428571428571
128,0,A2,int,8,2.571428571428571
128,0,A3,int,9,3.571428571428571
128,0,A4,int,2,-3.428571428571429
128,0,A1,prog,9,3.571428571428571
128,0,A2,prog,9,3.571428571428571
128,0,A3,prog,9,3.571428571428571
128,0,A4,prog,2,-3.428571428571429
128,0,A1,rule,10,4.571428571428571
128,0,A2,rule,10,4.571428571428571
128,0,A3,rule,10,4.571428571428571
128,0,A4,rule,2,-3.428571428571429
128,0,A1,time,3,-2.428571428571429
128,0,A2,time,2,-3.428571428571429
128,0,A3,time,9,3.571428571428571
128,0,A4,time,6,0.5714285714285712
129,0,A1,comp,1,-4.5
129,0,A2,comp,1,-4.5
129,0,A3,comp,10,4.5
129,0,A4,comp,10,4.5
129,0,A1,lrn1,8,2.5
129,0,A2,lrn1,4,-1.5
129,0,A3,lrn1,9,3.5
129,0,A4,lrn1,9,3.5
129,0,A1,lrn2,4,-1.5
129,0,A2,lrn2,4,-1.5
129,0,A3,lrn2,5,-0.5
129,0,A4,lrn2,4,-1.5
129,0,A1,int,3,-2.5
129,0,A2,int,3,-2.5
129,0,A3,int,5,-0.5
129,0,A4,int,5,-0.5
129,0,A1,prog,8,2.5
129,0,A2,prog,8,2.5
129,0,A3,prog,1,-4.5
129,0,A4,prog,3,-2.5
129,0,A1,rule,9,3.5
129,0,A2,rule,9,3.5
129,0,A3,rule,2,-3.5
129,0,A4,rule,6,0.5
129,0,A1,time,3,-2.5
129,0,A2,time,2,-3.5
129,0,A3,time,10,4.5
129,0,A4,time,8,2.5
130,0,A1,comp,1,-5.392857142857143
130,0,A2,comp,1,-5.392857142857143
130,0,A3,comp,10,3.6071428571428568
130,0,A4,comp,10,3.6071428571428568
130,0,A1,lrn1,1,-5.392857142857143
130,0,A2,lrn1,4,-2.3928571428571432
130,0,A3,lrn1,10,3.6071428571428568
130,0,A4,lrn1,10,3.6071428571428568
130,0,A1,lrn2,1,-5.392857142857143
130,0,A2,lrn2,1,-5.392857142857143
130,0,A3,lrn2,8,1.6071428571428568
130,0,A4,lrn2,9,2.6071428571428568
130,0,A1,int,4,-2.3928571428571432
130,0,A2,int,4,-2.3928571428571432
130,0,A3,int,10,3.6071428571428568
130,0,A4,int,9,2.6071428571428568
130,0,A1,prog,10,3.6071428571428568
130,0,A2,prog,10,3.6071428571428568
130,0,A3,prog,7,0.6071428571428568
130,0,A4,prog,5,-1.3928571428571432
130,0,A1,rule,10,3.6071428571428568
130,0,A2,rule,10,3.6071428571428568
130,0,A3,rule,6,-0.39285714285714324
130,0,A4,rule,6,-0.39285714285714324
130,0,A1,time,4,-2.3928571428571432
130,0,A2,time,4,-2.3928571428571432
130,0,A3,time,7,0.6071428571428568
130,0,A4,time,7,0.6071428571428568
131,0,A1,comp,8,1.8214285714285712
131,0,A2,comp,8,1.8214285714285712
131,0,A3,comp,7,0.8214285714285712
131,0,A4,comp,8,1.8214285714285712
131,0,A1,lrn1,8,1.8214285714285712
131,0,A2,lrn1,8,1.8214285714285712
131,0,A3,lrn1,8,1.8214285714285712
131,0,A4,lrn1,8,1.8214285714285712
131,0,A1,lrn2,10,3.821428571428571
131,0,A2,lrn2,10,3.821428571428571
131,0,A3,lrn2,10,3.821428571428571
131,0,A4,lrn2,10,3.821428571428571
131,0,A1,int,1,-5.178571428571429
131,0,A2,int,1,-5.178571428571429
131,0,A3,int,10,3.821428571428571
131,0,A4,int,1,-5.178571428571429
131,0,A1,prog,1,-5.178571428571429
131,0,A2,prog,1,-5.178571428571429
131,0,A3,prog,1,-5.178571428571429
131,0,A4,prog,8,1.8214285714285712
131,0,A1,rule,8,1.8214285714285712
131,0,A2,rule,8,1.8214285714285712
131,0,A3,rule,9,2.821428571428571
131,0,A4,rule,8,1.8214285714285712
131,0,A1,time,1,-5.178571428571429
131,0,A2,time,1,-5.178571428571429
131,0,A3,time,10,3.821428571428571
131,0,A4,time,1,-5.178571428571429
132,0,A1,comp,1,-5.5
132,0,A2,comp,3,-3.5
132,0,A3,comp,8,1.5
132,0,A4,comp,10,3.5
132,0,A1,lrn1,9,2.5
132,0,A2,lrn1,10,3.5
132,0,A3,lrn1,10,3.5
132,0,A4,lrn1,8,1.5
132,0,A1,lrn2,2,-4.5
132,0,A2,lrn2,3,-3.5
132,0,A3,lrn2,10,3.5
132,0,A4,lrn2,6,-0.5
132,0,A1,int,9,2.5
132,0,A2,int,10,3.5
132,0,A3,int,1,-5.5
132,0,A4,int,8,1.5
132,0,A1,prog,10,3.5
132,0,A2,prog,10,3.5
132,0,A3,prog,1,-5.5
132,0,A4,prog,5,-1.5
132,0,A1,rule,10,3.5
132,0,A2,rule,10,3.5
132,0,A3,rule,4,-2.5
132,0,A4,rule,3,-3.5
