sid,group,activity,item,rating,rating_norm
260,1,A2,lrn1,10,4.75
260,1,A3,lrn1,10,4.75
260,1,A4,lrn1,10,4.75
260,1,A1,lrn2,1,-4.25
260,1,A2,lrn2,2,-3.25
260,1,A3,lrn2,1,-4.25
260,1,A4,lrn2,1,-4.25
260,1,A1,int,5,-0.25
260,1,A2,int,6,0.75
260,1,A3,int,7,1.75
260,1,A4,int,6,0.75
260,1,A1,prog,10,4.75
260,1,A2,prog,5,-0.25
260,1,A3,prog,2,-3.25
260,1,A4,prog,1,-4.25
260,1,A1,rule,10,4.75
260,1,A2,rule,7,1.75
260,1,A3,rule,5,-0.25
260,1,A4,rule,1,-4.25
260,1,A1,time,1,-4.25
260,1,A2,time,3,-2.25
260,1,A3,time,5,-0.25
260,1,A4,time,7,1.75
261,1,A1,comp,1,-4.857142857142857
261,1,A2,comp,1,-4.857142857142857
261,1,A3,comp,5,-0.8571428571428568
261,1,A4,comp,10,4.142857142857143
261,1,A1,lrn1,4,-1.8571428571428568
261,1,A2,lrn1,10,4.142857142857143
261,1,A3,lrn1,10,4.142857142857143
261,1,A4,lrn1,10,4.142857142857143
261,1,A1,lrn2,1,-4.857142857142857
261,1,A2,lrn2,1,-4.857142857142857
261,1,A3,lrn2,2,-3.8571428571428568
261,1,A4,lrn2,8,2.1428571428571432
261,1,A1,int,1,-4.857142857142857
261,1,A2,int,1,-4.857142857142857
261,1,A3,int,4,-1.8571428571428568
261,1,A4,int,8,2.1428571428571432
261,1,A1,prog,10,4.142857142857143
261,1,A2,prog,10,4.142857142857143
261,1,A3,prog,10,4.142857142857143
261,1,A4,prog,1,-4.857142857142857
261,1,A1,rule,10,4.142857142857143
261,1,A2,rule,10,4.142857142857143
261,1,A3,rule,10,4.142857142857143
261,1,A4,rule,3,-2.8571428571428568
261,1,A1,time,1,-4.857142857142857
261,1,A2,time,6,0.14285714285714324
261,1,A3,time,6,0.14285714285714324
261,1,A4,time,10,4.142857142857143
262,1,A1,comp,1,-5.321428571428571
262,1,A2,comp,4,-2.321428571428571
262,1,A3,comp,8,1.6785714285714288
262,1,A4,comp,10,3.678571428571429
262,1,A1,lrn1,8,1.6785714285714288
262,1,A2,lrn1,8,1.6785714285714288
262,1,A3,lrn1,10,3.678571428571429
262,1,A4,lrn1,9,2.678571428571429
262,1,A1,lrn2,6,-0.3214285714285712
262,1,A2,lrn2,7,0.6785714285714288
262,1,A3,lrn2,6,-0.3214285714285712
262,1,A4,lrn2,2,-4.321428571428571
262,1,A1,int,9,2.678571428571429
262,1,A2,int,10,3.678571428571429
262,1,A3,int,4,-2.321428571428571
262,1,A4,int,2,-4.321428571428571
262,1,A1,prog,10,3.678571428571429
262,1,A2,prog,8,1.6785714285714288
262,1,A3,prog,4,-2.321428571428571
262,1,A4,prog,2,-4.321428571428571
262,1,A1,rule,10,3.678571428571429
262,1,A2,rule,8,1.6785714285714288
262,1,A3,rule,5,-1.3214285714285712
262,1,A4,rule,2,-4.321428571428571
262,1,A1,time,3,-3.321428571428571
262,1,A2,time,3,-3.321428571428571
262,1,A3,time,8,1.6785714285714288
262,1,A4,time,10,3.678571428571429
263,1,A1,comp,4,-1.75
263,1,A2,comp,1,-4.75
263,1,A3,comp,4,-1.75
263,1,A4,comp,10,4.25
263,1,A1,lrn1,3,-2.75
263,1,A2,lrn1,3,-2.75
263,1,A3,lrn1,10,4.25
263,1,A4,lrn1,6,0.25
263,1,A1,lrn2,2,-3.75
263,1,A2,lrn2,1,-4.75
263,1,A3,lrn2,2,-3.75
263,1,A4,lrn2,8,2.25
263,1,A1,int,10,4.25
263,1,A2,int,2,-3.75
263,1,A3,int,10,4.25
263,1,A4,int,3,-2.75
263,1,A1,prog,10,4.25
263,1,A2,prog,8,2.25
263,1,A3,prog,10,4.25
263,1,A4,prog,3,-2.75
263,1,A1,rule,10,4.25
263,1,A2,rule,10,4.25
263,1,A3,rule,10,4.25
263,1,A4,rule,1,-4.75
263,1,A1,time,2,-3.75
263,1,A2,time,1,-4.75
263,1,A3,time,7,1.25
263,1,A4,time,10,4.25
264,1,A1,comp,5,-3.1428571428571423
264,1,A2,comp,7,-1.1428571428571423
264,1,A3,comp,9,0.8571428571428577
264,1,A4,comp,9,0.8571428571428577
264,1,A1,lrn1,7,-1.1428571428571423
264,1,A2,lrn1,7,-1.1428571428571423
264,1,A3,lrn1,7,-1.1428571428571423
264,1,A4,lrn1,7,-1.1428571428571423
264,1,A1,lrn2,10,1.8571428571428577
264,1,A2,lrn2,10,1.8571428571428577
264,1,A3,lrn2,10,1.8571428571428577
264,1,A4,lrn2,10,1.8571428571428577
264,1,A1,int,6,-2.1428571428571423
264,1,A2,int,8,-0.14285714285714235
264,1,A3,int,8,-0.14285714285714235
264,1,A4,int,8,-0.14285714285714235
264,1,A1,prog,6,-2.1428571428571423
264,1,A2,prog,7,-1.1428571428571423
264,1,A3,prog,8,-0.14285714285714235
264,1,A4,prog,8,-0.14285714285714235
264,1,A1,rule,10,1.8571428571428577
264,1,A2,rule,10,1.8571428571428577
264,1,A3,rule,10,1.8571428571428577
264,1,A4,rule,10,1.8571428571428577
264,1,A1,time,6,-2.1428571428571423
264,1,A2,time,8,-0.14285714285714235
264,1,A3,time,9,0.8571428571428577
264,1,A4,time,8,-0.14285714285714235
265,1,A1,comp,2,-4.178571428571429
265,1,A2,comp,9,2.821428571428571
265,1,A3,comp,5,-1.1785714285714288
265,1,A4,comp,7,0.8214285714285712
265,1,A1,lrn1,6,-0.17857142857142883
265,1,A2,lrn1,9,2.821428571428571
265,1,A3,lrn1,9,2.821428571428571
265,1,A4,lrn1,9,2.821428571428571
265,1,A1,lrn2,2,-4.178571428571429
265,1,A2,lrn2,4,-2.178571428571429
265,1,A3,lrn2,7,0.8214285714285712
265,1,A4,lrn2,7,0.8214285714285712
265,1,A1,int,3,-3.178571428571429
265,1,A2,int,9,2.821428571428571
265,1,A3,int,8,1.8214285714285712
265,1,A4,int,8,1.8214285714285712
265,1,A1,prog,9,2.821428571428571
265,1,A2,prog,2,-4.178571428571429
265,1,A3,prog,7,0.8214285714285712
265,1,A4,prog,4,-2.178571428571429
265,1,A1,rule,9,2.821428571428571
265,1,A2,rule,4,-2.178571428571429
265,1,A3,rule,7,0.8214285714285712
265,1,A4,rule,5,-1.1785714285714288
265,1,A1,time,2,-4.178571428571429
265,1,A2,time,8,1.8214285714285712
265,1,A3,time,4,-2.178571428571429
265,1,A4,time,8,1.8214285714285712
266,1,A1,comp,1,-3.4642857142857144
266,1,A2,comp,8,3.5357142857142856
266,1,A3,comp,4,-0.4642857142857144
266,1,A4,comp,10,5.535714285714286
266,1,A1,lrn1,1,-3.4642857142857144
266,1,A2,lrn1,1,-3.4642857142857144
266,1,A3,lrn1,1,-3.4642857142857144
266,1,A4,lrn1,1,-3.4642857142857144
266,1,A1,lrn2,1,-3.4642857142857144
266,1,A2,lrn2,8,3.5357142857142856
266,1,A3,lrn2,8,3.5357142857142856
266,1,A4,lrn2,4,-0.4642857142857144
266,1,A1,int,10,5.535714285714286
266,1,A2,int,1,-3.4642857142857144
266,1,A3,int,4,-0.4642857142857144
266,1,A4,int,1,-3.4642857142857144
266,1,A1,prog,10,5.535714285714286
266,1,A2,prog,2,-2.4642857142857144
266,1,A3,prog,6,1.5357142857142856
266,1,A4,prog,1,-3.4642857142857144
266,1,A1,rule,10,5.535714285714286
266,1,A2,rule,6,1.5357142857142856
266,1,A3,rule,7,2.5357142857142856
266,1,A4,rule,3,-1.4642857142857144
266,1,A1,time,10,5.535714285714286
266,1,A2,time,2,-2.4642857142857144
266,1,A3,time,3,-1.4642857142857144
266,1,A4,time,1,-3.4642857142857144
267,1,A1,comp,2,-3.3928571428571432
267,1,A2,comp,1,-4.392857142857143
267,1,A3,comp,3,-2.3928571428571432
267,1,A4,comp,10,4.607142857142857
267,1,A1,lrn1,8,2.6071428571428568
267,1,A2,lrn1,8,2.6071428571428568
267,1,A3,lrn1,3,-2.3928571428571432
267,1,A4,lrn1,8,2.6071428571428568
267,1,A1,lrn2,1,-4.392857142857143
267,1,A2,lrn2,1,-4.392857142857143
267,1,A3,lrn2,1,-4.392857142857143
267,1,A4,lrn2,2,-3.3928571428571432
267,1,A1,int,7,1.6071428571428568
267,1,A2,int,3,-2.3928571428571432
267,1,A3,int,4,-1.3928571428571432
267,1,A4,int,10,4.607142857142857
267,1,A1,prog,9,3.6071428571428568
267,1,A2,prog,10,4.607142857142857
267,1,A3,prog,9,3.6071428571428568
267,1,A4,prog,1,-4.392857142857143
267,1,A1,rule,10,4.607142857142857
267,1,A2,rule,10,4.607142857142857
267,1,A3,rule,10,4.607142857142857
267,1,A4,rule,2,-3.3928571428571432
267,1,A1,time,5,-0.39285714285714324
267,1,A2,time,1,-4.392857142857143
267,1,A3,time,3,-2.3928571428571432
267,1,A4,time,9,3.6071428571428568
268,1,A1,comp,5,-2.178571428571429
268,1,A2,comp,5,-2.178571428571429
268,1,A3,comp,7,-0.17857142857142883
268,1,A4,comp,10,2.821428571428571
268,1,A1,lrn1,10,2.821428571428571
268,1,A2,lrn1,10,2.821428571428571
268,1,A3,lrn1,10,2.821428571428571
268,1,A4,lrn1,10,2.821428571428571
268,1,A1,lrn2,2,-5.178571428571429
268,1,A2,lrn2,2,-5.178571428571429
268,1,A3,lrn2,5,-2.178571428571429
268,1,A4,lrn2,8,0.8214285714285712
268,1,A1,int,10,2.821428571428571
268,1,A2,int,10,2.821428571428571
268,1,A3,int,10,2.821428571428571
268,1,A4,int,10,2.821428571428571
268,1,A1,prog,10,2.821428571428571
268,1,A2,prog,10,2.821428571428571
268,1,A3,prog,5,-2.178571428571429
268,1,A4,prog,1,-6.178571428571429
268,1,A1,rule,10,2.821428571428571
268,1,A2,rule,10,2.821428571428571
268,1,A3,rule,6,-1.1785714285714288
268,1,A4,rule,1,-6.178571428571429
268,1,A1,time,3,-4.178571428571429
268,1,A2,time,6,-1.1785714285714288
268,1,A3,time,5,-2.178571428571429
268,1,A4,time,10,2.821428571428571
269,1,A1,comp,1,-4.928571428571429
269,1,A2,comp,7,1.0714285714285712
269,1,A3,comp,7,1.0714285714285712
269,1,A4,comp,10,4.071428571428571
269,1,A1,lrn1,3,-2.928571428571429
269,1,A2,lrn1,10,4.071428571428571
269,1,A3,lrn1,3,-2.928571428571429
269,1,A4,lrn1,10,4.071428571428571
269,1,A1,lrn2,1,-4.928571428571429
269,1,A2,lrn2,2,-3.928571428571429
269,1,A3,lrn2,2,-3.928571428571429
269,1,A4,lrn2,10,4.071428571428571
269,1,A1,int,1,-4.928571428571429
269,1,A2,int,2,-3.928571428571429
269,1,A3,int,7,1.0714285714285712
269,1,A4,int,8,2.071428571428571
269,1,A1,prog,10,4.071428571428571
269,1,A2,prog,8,2.071428571428571
269,1,A3,prog,8,2.071428571428571
269,1,A4,prog,1,-4.928571428571429
269,1,A1,rule,10,4.071428571428571
269,1,A2,rule,10,4.071428571428571
269,1,A3,rule,10,4.071428571428571
269,1,A4,rule,2,-3.928571428571429
269,1,A1,time,3,-2.928571428571429
269,1,A2,time,5,-0.9285714285714288
269,1,A3,time,7,1.0714285714285712
269,1,A4,time,8,2.071428571428571
270,1,A1,comp,1,-4.214285714285714
270,1,A2,comp,3,-2.2142857142857144
270,1,A3,comp,8,2.7857142857142856
270,1,A4,comp,9,3.7857142857142856
270,1,A1,lrn1,3,-2.2142857142857144
270,1,A2,lrn1,3,-2.2142857142857144
270,1,A3,lrn1,3,-2.2142857142857144
270,1,A4,lrn1,7,1.7857142857142856
270,1,A1,lrn2,1,-4.214285714285714
270,1,A2,lrn2,1,-4.214285714285714
270,1,A3,lrn2,2,-3.2142857142857144
270,1,A4,lrn2,5,-0.2142857142857144
270,1,A1,int,9,3.7857142857142856
270,1,A2,int,10,4.785714285714286
270,1,A3,int,3,-2.2142857142857144
270,1,A4,int,3,-2.2142857142857144
270,1,A1,prog,10,4.785714285714286
270,1,A2,prog,10,4.785714285714286
270,1,A3,prog,2,-3.2142857142857144
270,1,A4,prog,2,-3.2142857142857144
270,1,A1,rule,10,4.785714285714286
270,1,A2,rule,10,4.785714285714286
270,1,A3,rule,5,-0.2142857142857144
270,1,A4,rule,4,-1.2142857142857144
270,1,A1,time,2,-3.2142857142857144
270,1,A2,time,2,-3.2142857142857144
270,1,A3,time,8,2.7857142857142856
270,1,A4,time,10,4.785714285714286
271,1,A1,comp,9,1.3928571428571432
271,1,A2,comp,8,0.39285714285714324
271,1,A3,comp,8,0.39285714285714324
271,1,A4,comp,8,0.39285714285714324
271,1,A1,lrn1,9,1.3928571428571432
271,1,A2,lrn1,9,1.3928571428571432
271,1,A3,lrn1,10,2.3928571428571432
271,1,A4,lrn1,9,1.3928571428571432
271,1,A1,lrn2,7,-0.6071428571428568
271,1,A2,lrn2,7,-0.6071428571428568
271,1,A3,lrn2,7,-0.6071428571428568
271,1,A4,lrn2,7,-0.6071428571428568
271,1,A1,int,6,-1.6071428571428568
271,1,A2,int,6,-1.6071428571428568
271,1,A3,int,6,-1.6071428571428568
271,1,A4,int,7,-0.6071428571428568
271,1,A1,prog,8,0.39285714285714324
271,1,A2,prog,8,0.39285714285714324
271,1,A3,prog,8,0.39285714285714324
271,1,A4,prog,8,0.39285714285714324
271,1,A1,rule,7,-0.6071428571428568
271,1,A2,rule,8,0.39285714285714324
271,1,A3,rule,4,-3.6071428571428568
271,1,A4,rule,7,-0.6071428571428568
271,1,A1,time,8,0.39285714285714324
271,1,A2,time,8,0.39285714285714324
271,1,A3,time,8,0.39285714285714324
271,1,A4,time,8,0.39285714285714324
272,1,A1,comp,2,-3.2857142857142856
272,1,A2,comp,2,-3.2857142857142856
272,1,A3,comp,6,0.7142857142857144
272,1,A4,comp,10,4.714285714285714
272,1,A1,lrn1,2,-3.2857142857142856
272,1,A2,lrn1,3,-2.2857142857142856
272,1,A3,lrn1,7,1.7142857142857144
272,1,A4,lrn1,10,4.714285714285714
272,1,A1,lrn2,1,-4.285714285714286
272,1,A2,lrn2,1,-4.285714285714286
272,1,A3,lrn2,7,1.7142857142857144
272,1,A4,lrn2,6,0.7142857142857144
272,1,A1,int,6,0.7142857142857144
272,1,A2,int,4,-1.2857142857142856
272,1,A3,int,5,-0.2857142857142856
272,1,A4,int,8,2.7142857142857144
272,1,A1,prog,10,4.714285714285714
272,1,A2,prog,7,1.7142857142857144
272,1,A3,prog,5,-0.2857142857142856
272,1,A4,prog,3,-2.2857142857142856
272,1,A1,rule,10,4.714285714285714
272,1,A2,rule,10,4.714285714285714
272,1,A3,rule,6,0.7142857142857144
272,1,A4,rule,1,-4.285714285714286
272,1,A1,time,1,-4.285714285714286
272,1,A2,time,2,-3.2857142857142856
272,1,A3,time,3,-2.2857142857142856
272,1,A4,time,10,4.714285714285714
273,1,A1,comp,2,-3.6071428571428568
273,1,A2,comp,2,-3.6071428571428568
273,1,A3,comp,6,0.39285714285714324
273,1,A4,comp,10,4.392857142857143
273,1,A1,lrn1,7,1.3928571428571432
273,1,A2,lrn1,3,-2.6071428571428568
273,1,A3,lrn1,7,1.3928571428571432
273,1,A4,lrn1,7,1.3928571428571432
273,1,A1,lrn2,1,-4.607142857142857
273,1,A2,lrn2,1,-4.607142857142857
273,1,A3,lrn2,5,-0.6071428571428568
273,1,A4,lrn2,5,-0.6071428571428568
273,1,A1,int,6,0.39285714285714324
273,1,A2,int,6,0.39285714285714324
273,1,A3,int,6,0.39285714285714324
273,1,A4,int,6,0.39285714285714324
273,1,A1,prog,10,4.392857142857143
273,1,A2,prog,9,3.3928571428571432
273,1,A3,prog,6,0.39285714285714324
273,1,A4,prog,1,-4.607142857142857
273,1,A1,rule,10,4.392857142857143
273,1,A2,rule,10,4.392857142857143
273,1,A3,rule,8,2.3928571428571432
273,1,A4,rule,5,-0.6071428571428568
273,1,A1,time,9,3.3928571428571432
273,1,A2,time,3,-2.6071428571428568
273,1,A3,time,3,-2.6071428571428568
273,1,A4,time,3,-2.6071428571428568
274,1,A1,comp,3,-2.2142857142857144
274,1,A2,comp,1,-4.214285714285714
274,1,A3,comp,7,1.7857142857142856
274,1,A4,comp,10,4.785714285714286
274,1,A1,lrn1,9,3.7857142857142856
274,1,A2,lrn1,1,-4.214285714285714
274,1,A3,lrn1,1,-4.214285714285714
274,1,A4,lrn1,7,1.7857142857142856
274,1,A1,lrn2,1,-4.214285714285714
274,1,A2,lrn2,1,-4.214285714285714
274,1,A3,lrn2,7,1.7857142857142856
274,1,A4,lrn2,3,-2.2142857142857144
274,1,A1,int,6,0.7857142857142856
274,1,A2,int,3,-2.2142857142857144
274,1,A3,int,3,-2.2142857142857144
274,1,A4,int,6,0.7857142857142856
274,1,A1,prog,5,-0.2142857142857144
274,1,A2,prog,10,4.785714285714286
274,1,A3,prog,3,-2.2142857142857144
274,1,A4,prog,6,0.7857142857142856
274,1,A1,rule,10,4.785714285714286
274,1,A2,rule,10,4.785714285714286
274,1,A3,rule,9,3.7857142857142856
274,1,A4,rule,8,2.7857142857142856
274,1,A1,time,2,-3.2142857142857144
274,1,A2,time,10,4.785714285714286
274,1,A3,time,2,-3.2142857142857144
274,1,A4,time,2,-3.2142857142857144
275,1,A1,comp,1,-4.571428571428571
275,1,A2,comp,1,-4.571428571428571
275,1,A3,comp,10,4.428571428571429
275,1,A4,comp,10,4.428571428571429
275,1,A1,lrn1,10,4.428571428571429
275,1,A2,lrn1,10,4.428571428571429
275,1,A3,lrn1,10,4.428571428571429
275,1,A4,lrn1,10,4.428571428571429
275,1,A1,lrn2,1,-4.571428571428571
275,1,A2,lrn2,1,-4.571428571428571
275,1,A3,lrn2,1,-4.571428571428571
275,1,A4,lrn2,1,-4.571428571428571
275,1,A1,int,10,4.428571428571429
275,1,A2,int,10,4.428571428571429
275,1,A3,int,1,-4.571428571428571
275,1,A4,int,1,-4.571428571428571
275,1,A1,prog,10,4.428571428571429
275,1,A2,prog,10,4.428571428571429
275,1,A3,prog,2,-3.571428571428571
275,1,A4,prog,2,-3.571428571428571
275,1,A1,rule,10,4.428571428571429
275,1,A2,rule,10,4.428571428571429
275,1,A3,rule,1,-4.571428571428571
275,1,A4,rule,1,-4.571428571428571
275,1,A1,time,1,-4.571428571428571
275,1,A2,time,1,-4.571428571428571
275,1,A3,time,10,4.428571428571429
275,1,A4,time,10,4.428571428571429
276,1,A1,comp,1,-4.607142857142857
276,1,A2,comp,2,-3.6071428571428568
276,1,A3,comp,10,4.392857142857143
276,1,A4,comp,8,2.3928571428571432
276,1,A1,lrn1,3,-2.6071428571428568
276,1,A2,lrn1,3,-2.6071428571428568
276,1,A3,lrn1,3,-2.6071428571428568
276,1,A4,lrn1,3,-2.6071428571428568
276,1,A1,lrn2,1,-4.607142857142857
276,1,A2,lrn2,1,-4.607142857142857
276,1,A3,lrn2,10,4.392857142857143
276,1,A4,lrn2,10,4.392857142857143
276,1,A1,int,5,-0.6071428571428568
276,1,A2,int,6,0.39285714285714324
276,1,A3,int,8,2.3928571428571432
276,1,A4,int,9,3.3928571428571432
276,1,A1,prog,10,4.392857142857143
276,1,A2,prog,10,4.392857142857143
276,1,A3,prog,1,-4.607142857142857
276,1,A4,prog,3,-2.6071428571428568
276,1,A1,rule,10,4.392857142857143
276,1,A2,rule,10,4.392857142857143
276,1,A3,rule,2,-3.6071428571428568
276,1,A4,rule,6,0.39285714285714324
276,1,A1,time,1,-4.607142857142857
276,1,A2,time,2,-3.6071428571428568
276,1,A3,time,10,4.392857142857143
276,1,A4,time,9,3.3928571428571432
277,1,A1,comp,2,-5.0
277,1,A2,comp,3,-4.0
277,1,A3,comp,9,2.0
277,1,A4,comp,10,3.0
277,1,A1,lrn1,7,0.0
277,1,A2,lrn1,9,2.0
277,1,A3,lrn1,9,2.0
277,1,A4,lrn1,10,3.0
277,1,A1,lrn2,7,0.0
277,1,A2,lrn2,5,-2.0
277,1,A3,lrn2,9,2.0
277,1,A4,lrn2,10,3.0
277,1,A1,int,6,-1.0
277,1,A2,int,6,-1.0
277,1,A3,int,8,1.0
277,1,A4,int,9,2.0
277,1,A1,prog,8,1.0
277,1,A2,prog,9,2.0
277,1,A3,prog,3,-4.0
277,1,A4,prog,3,-4.0
277,1,A1,rule,10,3.0
277,1,A2,rule,10,3.0
277,1,A3,rule,7,0.0
277,1,A4,rule,6,-1.0
277,1,A1,time,2,-5.0
277,1,A2,time,4,-3.0
277,1,A3,time,7,0.0
277,1,A4,time,8,1.0
278,1,A1,comp,1,-3.9642857142857144
278,1,A2,comp,1,-3.9642857142857144
278,1,A3,comp,10,5.035714285714286
278,1,A4,comp,10,5.035714285714286
278,1,A1,lrn1,2,-2.9642857142857144
278,1,A2,lrn1,2,-2.9642857142857144
278,1,A3,lrn1,2,-2.9642857142857144
278,1,A4,lrn1,2,-2.9642857142857144
278,1,A1,lrn2,1,-3.9642857142857144
278,1,A2,lrn2,1,-3.9642857142857144
278,1,A3,lrn2,1,-3.9642857142857144
278,1,A4,lrn2,1,-3.9642857142857144
278,1,A1,int,8,3.0357142857142856
278,1,A2,int,8,3.0357142857142856
278,1,A3,int,8,3.0357142857142856
278,1,A4,int,8,3.0357142857142856
278,1,A1,prog,10,5.035714285714286
278,1,A2,prog,10,5.035714285714286
278,1,A3,prog,3,-1.9642857142857144
278,1,A4,prog,1,-3.9642857142857144
278,1,A1,rule,10,5.035714285714286
278,1,A2,rule,10,5.035714285714286
278,1,A3,rule,4,-0.9642857142857144
278,1,A4,rule,2,-2.9642857142857144
278,1,A1,time,1,-3.9642857142857144
278,1,A2,time,2,-2.9642857142857144
278,1,A3,time,10,5.035714285714286
278,1,A4,time,10,5.035714285714286
279,1,A1,comp,8,-0.07142857142857117
279,1,A2,comp,7,-1.0714285714285712
279,1,A3,comp,8,-0.07142857142857117
279,1,A4,comp,6,-2.071428571428571
279,1,A1,lrn1,8,-0.07142857142857117
279,1,A2,lrn1,8,-0.07142857142857117
279,1,A3,lrn1,6,-2.071428571428571
279,1,A4,lrn1,6,-2.071428571428571
279,1,A1,lrn2,9,0.9285714285714288
279,1,A2,lrn2,9,0.9285714285714288
279,1,A3,lrn2,9,0.9285714285714288
279,1,A4,lrn2,9,0.9285714285714288
279,1,A1,int,8,-0.07142857142857117
279,1,A2,int,9,0.9285714285714288
279,1,A3,int,7,-1.0714285714285712
279,1,A4,int,5,-3.071428571428571
279,1,A1,prog,8,-0.07142857142857117
279,1,A2,prog,9,0.9285714285714288
279,1,A3,prog,9,0.9285714285714288
279,1,A4,prog,9,0.9285714285714288
279,1,A1,rule,9,0.9285714285714288
279,1,A2,rule,9,0.9285714285714288
279,1,A3,rule,8,-0.07142857142857117
279,1,A4,rule,9,0.9285714285714288
279,1,A1,time,9,0.9285714285714288
279,1,A2,time,8,-0.07142857142857117
279,1,A3,time,9,0.9285714285714288
279,1,A4,time,8,-0.07142857142857117
280,1,A1,comp,3,-3.0
280,1,A2,comp,5,-1.0
280,1,A3,comp,5,-1.0
280,1,A4,comp,9,3.0
280,1,A1,lrn1,3,-3.0
280,1,A2,lrn1,9,3.0
280,1,A3,lrn1,3,-3.0
280,1,A4,lrn1,7,1.0
280,1,A1,lrn2,4,-2.0
280,1,A2,lrn2,6,0.0
280,1,A3,lrn2,6,0.0
280,1,A4,lrn2,10,4.0
280,1,A1,int,6,0.0
280,1,A2,int,1,-5.0
280,1,A3,int,9,3.0
280,1,A4,int,1,-5.0
280,1,A1,prog,9,3.0
280,1,A2,prog,7,1.0
280,1,A3,prog,7,1.0
280,1,A4,prog,1,-5.0
280,1,A1,rule,9,3.0
280,1,A2,rule,9,3.0
280,1,A3,rule,9,3.0
280,1,A4,rule,5,-1.0
280,1,A1,time,6,0.0
280,1,A2,time,7,1.0
280,1,A3,time,7,1.0
280,1,A4,time,5,-1.0
281,1,A1,comp,1,-4.892857142857143
281,1,A2,comp,1,-4.892857142857143
281,1,A3,comp,4,-1.8928571428571432
281,1,A4,comp,10,4.107142857142857
281,1,A1,lrn1,10,4.107142857142857
281,1,A2,lrn1,10,4.107142857142857
281,1,A3,lrn1,10,4.107142857142857
281,1,A4,lrn1,10,4.107142857142857
281,1,A1,lrn2,2,-3.8928571428571432
281,1,A2,lrn2,2,-3.8928571428571432
281,1,A3,lrn2,2,-3.8928571428571432
281,1,A4,lrn2,4,-1.8928571428571432
281,1,A1,int,1,-4.892857142857143
281,1,A2,int,4,-1.8928571428571432
281,1,A3,int,4,-1.8928571428571432
281,1,A4,int,9,3.1071428571428568
281,1,A1,prog,10,4.107142857142857
281,1,A2,prog,10,4.107142857142857
281,1,A3,prog,9,3.1071428571428568
281,1,A4,prog,3,-2.8928571428571432
281,1,A1,rule,10,4.107142857142857
281,1,A2,rule,10,4.107142857142857
281,1,A3,rule,10,4.107142857142857
281,1,A4,rule,3,-2.8928571428571432
281,1,A1,time,2,-3.8928571428571432
281,1,A2,time,2,-3.8928571428571432
281,1,A3,time,2,-3.8928571428571432
281,1,A4,time,10,4.107142857142857
282,1,A1,comp,2,-3.821428571428571
282,1,A2,comp,1,-4.821428571428571
282,1,A3,comp,2,-3.821428571428571
282,1,A4,comp,10,4.178571428571429
282,1,A1,lrn1,5,-0.8214285714285712
282,1,A2,lrn1,5,-0.8214285714285712
282,1,A3,lrn1,5,-0.8214285714285712
282,1,A4,lrn1,10,4.178571428571429
282,1,A1,lrn2,2,-3.821428571428571
282,1,A2,lrn2,1,-4.821428571428571
282,1,A3,lrn2,3,-2.821428571428571
282,1,A4,lrn2,10,4.178571428571429
282,1,A1,int,5,-0.8214285714285712
282,1,A2,int,5,-0.8214285714285712
282,1,A3,int,5,-0.8214285714285712
282,1,A4,int,10,4.178571428571429
282,1,A1,prog,10,4.178571428571429
282,1,A2,prog,10,4.178571428571429
282,1,A3,prog,10,4.178571428571429
282,1,A4,prog,2,-3.821428571428571
282,1,A1,rule,10,4.178571428571429
282,1,A2,rule,10,4.178571428571429
282,1,A3,rule,10,4.178571428571429
282,1,A4,rule,4,-1.8214285714285712
282,1,A1,time,2,-3.821428571428571
282,1,A2,time,2,-3.821428571428571
282,1,A3,time,2,-3.821428571428571
282,1,A4,time,10,4.178571428571429
283,1,A1,comp,1,-5.5
283,1,A2,comp,4,-2.5
283,1,A3,comp,4,-2.5
283,1,A4,comp,10,3.5
283,1,A1,lrn1,5,-1.5
283,1,A2,lrn1,9,2.5
283,1,A3,lrn1,8,1.5
283,1,A4,lrn1,10,3.5
283,1,A1,lrn2,6,-0.5
283,1,A2,lrn2,7,0.5
283,1,A3,lrn2,8,1.5
283,1,A4,lrn2,2,-4.5
283,1,A1,int,10,3.5
283,1,A2,int,9,2.5
283,1,A3,int,10,3.5
283,1,A4,int,1,-5.5
283,1,A1,prog,10,3.5
283,1,A2,prog,8,1.5
283,1,A3,prog,9,2.5
283,1,A4,prog,1,-5.5
283,1,A1,rule,10,3.5
283,1,A2,rule,9,2.5
283,1,A3,rule,8,1.5
283,1,A4,rule,2,-4.5
283,1,A1,time,3,-3.5
283,1,A2,time,4,-2.5
283,1,A3,time,6,-0.5
283,1,A4,time,8,1.5
284,1,A1,comp,1,-6.25
284,1,A2,comp,1,-6.25
284,1,A3,comp,5,-2.25
284,1,A4,comp,10,2.75
284,1,A1,lrn1,10,2.75
284,1,A2,lrn1,10,2.75
284,1,A3,lrn1,10,2.75
284,1,A4,lrn1,5,-2.25
284,1,A1,lrn2,10,2.75
284,1,A2,lrn2,10,2.75
284,1,A3,lrn2,10,2.75
284,1,A4,lrn2,1,-6.25
284,1,A1,int,10,2.75
284,1,A2,int,10,2.75
284,1,A3,int,10,2.75
284,1,A4,int,10,2.75
284,1,A1,prog,10,2.75
284,1,A2,prog,10,2.75
284,1,A3,prog,9,1.75
284,1,A4,prog,3,-4.25
284,1,A1,rule,10,2.75
