sid,group,activity,n,nfree,alloc,ipc15,fpc15,pcall,fscore,maxscore,speed,hirun
20,0,A2,102,87,0.348,0.9333333333333333,0.9333333333333333,0.8921568627450981,80,80,0.7843137254901961,22
20,0,A3,24,9,0.036,0.3333333333333333,0.4666666666666667,0.375,0,1,1.0,3
20,0,A4,89,74,0.296,0.4666666666666667,0.5333333333333333,0.550561797752809,9,12,0.15,5
21,0,A1,139,124,0.496,0.5333333333333333,0.8666666666666667,0.9136690647482014,115,115,0.8394160583941606,55
21,0,A2,137,122,0.488,0.8,1.0,0.9708029197080292,129,129,0.9416058394160584,106
21,0,A3,17,2,0.008,0.6,0.6,0.5882352941176471,3,4,0.4,3
21,0,A4,17,2,0.008,0.3333333333333333,0.3333333333333333,0.29411764705882354,0,0,0.0,2
22,0,A1,92,77,0.308,0.8666666666666667,0.8,0.8478260869565217,64,65,0.7142857142857143,16
22,0,A2,158,143,0.572,0.7333333333333333,1.0,0.9113924050632911,130,130,0.8227848101265823,46
22,0,A3,35,20,0.08,0.6666666666666666,0.8666666666666667,0.7428571428571429,17,17,0.4857142857142857,7
22,0,A4,25,10,0.04,0.4,0.4666666666666667,0.4,0,2,1.0,2
25,0,A1,89,74,0.296,0.7333333333333333,1.0,0.9213483146067416,75,75,0.8426966292134831,42
25,0,A2,58,43,0.172,0.8,0.9333333333333333,0.9310344827586207,50,50,0.8620689655172413,36
25,0,A3,57,42,0.168,0.5333333333333333,0.8,0.5964912280701754,11,12,0.21428571428571427,6
25,0,A4,106,91,0.364,0.8,0.4,0.5471698113207547,10,15,0.16853932584269662,7
26,0,A1,86,71,0.284,0.7333333333333333,0.06666666666666667,0.4883720930232558,0,14,0.20588235294117646,6
26,0,A2,90,75,0.3,0.8,0.6,0.5222222222222223,4,11,0.4782608695652174,8
26,0,A3,32,17,0.068,0.3333333333333333,0.4,0.375,0,0,0.0,2
26,0,A4,102,87,0.348,0.6,0.4666666666666667,0.5294117647058824,6,8,0.08888888888888889,5
27,0,A1,73,58,0.232,1.0,0.3333333333333333,0.547945205479452,7,18,0.391304347826087,15
27,0,A2,52,37,0.148,0.6,0.5333333333333333,0.5384615384615384,4,8,0.3076923076923077,7
27,0,A3,80,65,0.26,0.3333333333333333,0.3333333333333333,0.3875,0,0,0.0,3
27,0,A4,105,90,0.36,0.4666666666666667,0.4,0.47619047619047616,0,2,1.0,9
30,0,A1,26,11,0.044,0.4666666666666667,0.4,0.46153846153846156,0,2,0.1111111111111111,3
30,0,A2,192,177,0.708,0.4666666666666667,1.0,0.859375,138,138,0.71875,30
30,0,A3,46,31,0.124,0.4,0.4,0.34782608695652173,0,0,0.0,3
30,0,A4,46,31,0.124,0.6,0.4,0.5652173913043478,6,9,0.3103448275862069,4
32,0,A1,196,181,0.724,0.7333333333333333,0.7333333333333333,0.8775510204081632,148,148,0.7551020408163265,41
32,0,A2,73,58,0.232,0.8666666666666667,0.8,0.8082191780821918,45,47,0.6811594202898551,15
32,0,A3,21,6,0.024,0.6,0.6666666666666666,0.5714285714285714,3,4,0.25,5
32,0,A4,20,5,0.02,0.4666666666666667,0.3333333333333333,0.4,0,3,1.0,3
33,0,A1,65,50,0.2,0.7333333333333333,0.9333333333333333,0.8769230769230769,49,49,0.7538461538461538,15
33,0,A2,115,100,0.4,0.8666666666666667,0.9333333333333333,0.9565217391304348,105,105,0.9130434782608695,41
33,0,A3,66,51,0.204,0.6,0.6666666666666666,0.5606060606060606,8,8,0.13333333333333333,5
33,0,A4,64,49,0.196,0.5333333333333333,0.4666666666666667,0.546875,6,9,0.21951219512195122,4
34,0,A1,170,155,0.62,0.8666666666666667,0.9333333333333333,0.9117647058823529,140,140,0.8235294117647058,35
34,0,A2,27,12,0.048,0.7333333333333333,0.6,0.6296296296296297,7,9,0.391304347826087,4
34,0,A3,15,0,0.0,0.8,0.8,0.8,9,9,0.6,7
34,0,A4,98,83,0.332,0.4666666666666667,0.4666666666666667,0.5408163265306123,8,12,0.13953488372093023,7
35,0,A1,84,69,0.276,0.7333333333333333,0.8,0.8571428571428571,60,61,0.7349397590361446,22
35,0,A2,74,59,0.236,0.7333333333333333,0.5333333333333333,0.5540540540540541,8,12,0.1875,7
35,0,A3,104,89,0.356,0.7333333333333333,0.6,0.5961538461538461,20,22,0.22,6
35,0,A4,48,33,0.132,0.6,0.4666666666666667,0.5416666666666666,4,6,0.15,4
37,0,A1,42,27,0.108,0.7333333333333333,0.9333333333333333,0.8333333333333334,28,28,0.6666666666666666,13
37,0,A2,39,24,0.096,0.6666666666666666,0.9333333333333333,0.8205128205128205,25,25,0.6410256410256411,13
37,0,A3,96,81,0.324,0.5333333333333333,0.8,0.625,24,24,0.2553191489361702,8
37,0,A4,133,118,0.472,0.6,0.6,0.5488721804511278,13,14,0.1111111111111111,6
39,0,A1,15,0,0.0,0.7333333333333333,0.7333333333333333,0.7333333333333333,7,7,0.4666666666666667,6
39,0,A2,15,0,0.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,13,13,0.8666666666666667,14
39,0,A3,48,33,0.132,0.6,0.6,0.6875,18,19,0.4222222222222222,10
39,0,A4,232,217,0.868,0.3333333333333333,0.4,0.4870689655172414,0,7,0.08433734939759036,6
41,0,A1,95,80,0.32,0.8,1.0,0.8947368421052632,75,75,0.7894736842105263,36
41,0,A2,101,86,0.344,0.8,0.8,0.8910891089108911,79,80,0.8,17
41,0,A3,54,39,0.156,0.6666666666666666,0.6666666666666666,0.6666666666666666,18,19,0.37254901960784315,7
41,0,A4,60,45,0.18,0.6,0.5333333333333333,0.5,0,5,0.2631578947368421,4
42,0,A1,51,36,0.144,0.8666666666666667,1.0,0.8823529411764706,39,39,0.7647058823529411,19
42,0,A2,70,55,0.22,0.4666666666666667,0.3333333333333333,0.5285714285714286,4,10,0.20833333333333334,4
42,0,A3,154,139,0.556,0.5333333333333333,0.9333333333333333,0.8181818181818182,98,98,0.6363636363636364,20
42,0,A4,35,20,0.08,0.5333333333333333,0.4666666666666667,0.4857142857142857,0,3,0.42857142857142855,3
43,0,A1,27,12,0.048,0.8,0.8666666666666667,0.8518518518518519,19,19,0.7037037037037037,9
43,0,A2,106,91,0.364,0.6,1.0,0.8018867924528302,64,64,0.6037735849056604,30
43,0,A3,109,94,0.376,0.6666666666666666,0.7333333333333333,0.6880733944954128,41,41,0.3761467889908257,9
43,0,A4,68,53,0.212,0.5333333333333333,0.5333333333333333,0.4852941176470588,0,4,0.6666666666666666,5
45,0,A1,59,44,0.176,0.7333333333333333,0.9333333333333333,0.864406779661017,43,43,0.7288135593220338,14
45,0,A2,43,28,0.112,0.8,0.9333333333333333,0.9069767441860465,35,35,0.813953488372093,25
45,0,A3,72,57,0.228,0.6,0.6666666666666666,0.7361111111111112,34,35,0.49295774647887325,18
45,0,A4,136,121,0.484,0.6,0.6,0.6176470588235294,32,33,0.28695652173913044,8
46,0,A1,208,193,0.772,0.8,0.8666666666666667,0.9038461538461539,168,168,0.8076923076923077,36
46,0,A2,56,41,0.164,0.9333333333333333,0.8,0.9285714285714286,48,48,0.8571428571428571,37
46,0,A3,24,9,0.036,0.5333333333333333,0.4666666666666667,0.5416666666666666,2,3,0.6,4
46,0,A4,22,7,0.028,0.6666666666666666,0.4666666666666667,0.45454545454545453,0,5,0.3333333333333333,6
47,0,A1,55,40,0.16,0.6666666666666666,1.0,0.8727272727272727,41,41,0.7454545454545455,31
47,0,A2,49,34,0.136,0.9333333333333333,0.9333333333333333,0.9387755102040817,43,43,0.8775510204081632,22
47,0,A3,138,123,0.492,0.8,0.5333333333333333,0.644927536231884,40,42,0.3333333333333333,12
47,0,A4,68,53,0.212,0.6,0.4,0.4117647058823529,0,5,0.38461538461538464,3
48,0,A1,165,150,0.6,0.8666666666666667,0.9333333333333333,0.8303030303030303,109,109,0.6606060606060606,32
48,0,A2,35,20,0.08,0.4666666666666667,0.7333333333333333,0.6,7,8,0.25,8
48,0,A3,64,49,0.196,0.6,0.6666666666666666,0.609375,14,16,0.25806451612903225,7
48,0,A4,46,31,0.124,0.4,0.4,0.4782608695652174,0,3,0.10344827586206896,7
49,0,A1,100,85,0.34,0.6666666666666666,1.0,0.9,80,80,0.8,24
