sid,form,aic,tau,step,scale,mean,var,delta_mean,delta_var,group
45,delta_mean,701.1472,43.02666920839086,0.0,1.0,,,1.0,,0
45,delta_mean + delta_var,703.1472,889.706929437067,1.0,0.9995520330033708,,,0.999999999941688,0.9999999998943176,0
45,delta_var,674.1068,616.8833679927458,0.9987066021341772,0.0,,,,-1.0,0
45,mean,695.6642,142.5256462069128,0.10001210273711496,,-0.0221353574160128,,,,0
45,mean + delta_mean,703.1472,227.1511754278368,0.00014874190147891648,0.9999999997172598,-0.9999999985168164,,1.0,,0
45,mean + delta_mean + delta_var,701.6974,475.8651849677123,0.00016268699733605992,1.0,-0.4381433814977436,,-1.0,0.11243583752187973,0
45,mean + delta_var,703.1472,971.3260883915643,0.3107343562571205,0.8419161337493696,-0.003672537472385556,,,0.1561968954106802,0
45,mean + var,701.1472,608.269654782607,0.18512267070051253,,-0.02065460814900849,-0.033580300569310384,,,0
45,mean + var + delta_mean,705.1472,183.0378595241433,0.2351689719187349,0.9319611116527364,-0.04041452808554853,-0.0649922509857971,0.6567203052280634,,0
45,mean + var + delta_mean + delta_var,707.1472,671.853169518364,0.3482771188899708,0.9224858617645308,-0.04567082447147297,-0.06134627697111957,-0.3078676897787012,0.9999952420680659,0
45,mean + var + delta_var,527.1652,1000.0,0.3300688490738595,0.9707297998423036,-0.015400515806230343,-0.024782570172305764,,1.0,0
45,var,672.0374,775.1201450188565,0.9989706912135022,,,1.0,,,0
45,var + delta_mean,703.1472,553.4992875887044,0.2364089805779875,0.9801362039730576,,0.0015602992779023374,1.0,,0
45,var + delta_mean + delta_var,687.9468,224.88557470122345,0.2568746962019001,0.9304162389871328,,0.0035760615702248115,0.6196923337687262,0.19372817124391614,0
45,var + delta_var,686.9676,475.57564596487,0.02563392406655489,5.44779392737988e-09,,0.2984716236742383,,0.2648379014356839,0
46,delta_mean,414.98199999999997,615.1255884110308,0.00012703273297349758,9.261745502689465e-05,,,0.9993844883604044,,0
46,delta_mean + delta_var,703.1472,944.9704131998012,1.0,0.9995297057332088,,,-1.0,-1.0,0
46,delta_var,701.1472,286.04250379900236,0.0026902244987586517,0.0,,,,1.0,0
46,mean,378.2406,910.9286528148912,8.49726893862446e-05,,1.0,,,,0
46,mean + delta_mean,504.7268,998.0886215746756,0.0013514899744716798,0.7126887858084339,0.3312498860738758,,-1.0,,0
46,mean + delta_mean + delta_var,383.6668,259.84971760473405,0.0010663179873000423,0.12807151674542944,0.5497761543847672,,-0.3535189811201396,1.0,0
46,mean + delta_var,703.1472,1000.0,0.16585732145428198,0.957698723917656,0.00895643821842956,,,-1.0,0
46,mean + var,701.1472,750.3412777017501,0.997527308996136,,0.004424634971770548,0.9448553755434108,,,0
46,mean + var + delta_mean,383.1114,620.5571500298588,0.0006448112652599687,0.08568539987487153,0.999999895584738,-1.0,-0.9175415324589484,,0
46,mean + var + delta_mean + delta_var,384.9672,882.0592636480052,0.20080165263298588,0.8480946792838036,0.029711631055097627,0.01959921867879581,0.475236081750269,-1.0,0
46,mean + var + delta_var,562.605,441.26782602150337,0.013699873025968302,0.4328091817109258,0.10342021476401607,-0.40319385161385984,,-1.0,0
46,var,699.1472,473.63792138555885,0.0020227674754042667,,,-1.0,,,0
46,var + delta_mean,670.4544,773.3690365712572,0.0015458482276916026,1.0,,-1.0,-1.0,,0
46,var + delta_mean + delta_var,384.5444,875.0042964202427,8.982618104756444e-05,0.0,,1.0,1.0,-1.0,0
46,var + delta_var,395.1658,733.2025653535042,0.001097747341452392,0.0,,-1.0,,1.0,0
47,delta_mean,701.1472,97.94766054802669,0.2108806215903848,0.9298077887836212,,,1.0,,0
47,delta_mean + delta_var,703.1472,450.9941794550154,1.0,1.0,,,-1.0,-1.0,0
47,delta_var,701.1472,630.590243441623,0.0009366567759258047,0.0,,,,1.0,0
47,mean,695.814,840.2427114612158,0.1987077450453021,,-0.0006929079000496355,,,,0
47,mean + delta_mean,658.5714,677.7635123098532,1.0,0.9661608788701268,-0.00010230538644983164,,0.05329339958462213,,0
47,mean + delta_mean + delta_var,705.1472,261.53726962756,0.00022568834467257513,0.0861251439082562,0.7531435433409812,,-0.7076191890457503,0.9935587577634128,0
47,mean + delta_var,703.1472,527.0557189909754,1.0,0.18878650071648767,0.0020752420662707998,,,0.01708597769486849,0
47,mean + var,697.814,308.819348857198,0.9961006766721134,,-0.0002900285957430618,1.0,,,0
47,mean + var + delta_mean,699.0248,151.85432135960517,0.258559771768906,0.9931019138897118,0.032435360846864325,0.12579722363365153,-1.0,,0
47,mean + var + delta_mean + delta_var,700.9502,9.427983889804706,0.22621972168184665,0.0467052845249489,0.4504244812707594,0.9943593743224192,-0.5925031374057235,-0.12506015789704245,0
47,mean + var + delta_var,705.1472,143.0933530697666,0.2861351642793082,0.5156639484997633,0.031526076748233094,0.12924417860518034,,0.08542280924138099,0
47,var,651.9806,912.8296185261383,0.9986648832653192,,,1.0,,,0
47,var + delta_mean,702.3274,787.4392773739299,0.18853655503245328,0.9880196871702314,,0.0056249701996929115,0.4592824188180679,,0
47,var + delta_mean + delta_var,701.4672,684.6000675559684,0.9979722587279776,1.8204836972502146e-05,,-1.0,-0.9999999995433856,-0.9999999995247384,0
47,var + delta_var,702.0160000000001,669.8508047844628,0.9991755876182146,0.9990017959015802,,0.9992553093776736,,0.9994988670504786,0
48,delta_mean,701.1472,684.4173429829219,0.247280675669392,0.0,,,0.012553396991556285,,0
48,delta_mean + delta_var,703.1472,144.95320303279038,0.523828515465403,0.11115893881513893,,,-0.12210050878741045,0.13967053926504402,0
48,delta_var,701.1472,657.3277330139741,1.0,1.0,,,,1.0,0
48,mean,382.885,5.458286224107137,0.5436120739963446,,1.0,,,,0
48,mean + delta_mean,341.9662,617.3441571254173,1.0,0.05614791382468627,0.0022726546701064736,,-0.0115501860391864,,0
48,mean + delta_mean + delta_var,474.6068,328.45821887369823,0.5436121458801415,1.0,0.016617890889603727,,0.14893545915964096,0.0653990277208415,0
48,mean + delta_var,472.8938,11.509560583627355,0.5310517841467441,0.0,0.4494866450107455,,,1.0,0
48,mean + var,701.1472,89.45747855557966,0.5310522398236908,,0.05783073986410976,-0.12865947492672344,,,0
48,mean + var + delta_mean,705.1472,515.4571584708367,0.4452179660229881,0.2783187354889754,0.0074277702277614184,-0.028376726725394368,-0.016577223424079718,,0
48,mean + var + delta_mean + delta_var,297.9756,191.54663554237823,0.4147761224961274,0.3321420004392229,0.020301700356562247,-0.10845306254144628,-0.04368951365577276,-0.04530434254388898,0
48,mean + var + delta_var,307.85200000000003,808.6748253336825,0.3529371477100175,0.5112884788642152,0.0062570528935912435,-0.05065629092851007,,-0.058546863603205365,0
48,var,428.56300000000005,868.6937225828982,0.215290291735298,,,-0.02767640087082174,,,0
48,var + delta_mean,703.1472,72.96644481861905,0.23038515784722724,0.016567677600776685,,-0.9999644657263268,-0.2980755058479035,,0
48,var + delta_mean + delta_var,424.5666,615.2190165674765,0.9996216472004356,0.007630509757092327,,0.02337876876455986,-0.09100482078129024,-1.0,0
48,var + delta_var,703.1472,272.5606392214625,0.22709737928937795,0.7602538518913317,,-0.3469842821727077,,-0.9999952241043946,0
49,delta_mean,701.1472,467.36987970287885,0.3532743667780711,0.11062660129744538,,,-0.03210880071531001,,0
49,delta_mean + delta_var,703.1472,20.976496765930428,0.9522456977332168,0.9864205686538728,,,0.949168563896722,0.9728470698800284,0
49,delta_var,429.8346,765.8826113840448,0.3001163742045493,0.2747123749162336,,,,-0.0507576435420309,0
49,mean,669.1506,893.9885880007038,5.1431170776332037e-05,,1.0,,,,0
49,mean + delta_mean,703.1032,22.4604360985884,0.3685395832800606,0.09179636916251506,0.03951502002208914,,-0.6527071220199854,,0
49,mean + delta_mean + delta_var,675.1608,550.9833917073347,0.22054319869773065,0.36556549065398064,0.012886022766192063,,0.04386632411994422,-0.19475944784309548,0
49,mean + delta_var,673.1514,725.5751263405232,0.21819754053770266,0.3290266202617265,0.007117969159104831,,,-0.08992760183476357,0
49,mean + var,671.1044,976.8308444891701,0.9982779117101004,,0.0017992485264231824,0.9999999999747172,,,0
49,mean + var + delta_mean,705.1472,292.02301648354774,0.39810323270249204,0.06723012181336012,0.0015665489692774342,-0.01342493803366308,-0.05241909638357125,,0
49,mean + var + delta_mean + delta_var,624.4684,607.0132428525844,0.2732432666870656,0.1604448797750144,0.007422709171902004,-0.04896490597190253,0.026499020658972715,-0.1585577165960631,0
49,mean + var + delta_var,596.2298,505.7827824841297,0.3502851506109681,0.06565049184683926,0.004394585187101721,-0.10981028616363307,,-0.16538015207348247,0
49,var,699.1472,509.3869661427448,0.0024582729928114373,,,-1.0,,,0
49,var + delta_mean,694.3438,594.2657978803747,0.3981068923136123,0.06683934729287146,,-0.008618150061400784,-0.026279323900578317,,0
49,var + delta_mean + delta_var,705.1472,443.40209927020254,0.9984042751751114,0.00024822300665330535,,0.9967344166600928,-0.9980749113501076,-0.9968255228233808,0
49,var + delta_var,642.3466,718.6440206391723,0.9997803804232336,0.0020471888059181162,,0.9677370675087916,,-0.9543498955243832,0
50,delta_mean,701.1472,273.87911020468283,1.0,0.00014510280190352333,,,-1.0,,0
50,delta_mean + delta_var,703.1472,532.6536221143448,0.6524642950050383,0.9902879410054676,,,-0.5769838760036646,0.18708984335312784,0
50,delta_var,701.1472,533.6640747693799,0.2836480120089141,0.9769877416802156,,,,1.0,0
50,mean,699.1472,834.3619709760719,0.4698913627393029,,0.0028470861729417533,,,,0
50,mean + delta_mean,703.1472,475.73569360863996,0.4286254712640799,0.5483676612497886,0.006387696732986311,,0.010008919585623052,,0
50,mean + delta_mean + delta_var,705.1472,363.54720018873934,0.2530943851791992,0.04369849666027464,0.030222911955309868,,0.131959323642719,-0.22413928909797284,0
50,mean + delta_var,472.63,557.2284599664173,0.400328074609738,0.7884868643535831,0.00697762752725519,,,0.20113618040175646,0
50,mean + var,569.8076,378.80057980274245,0.5778027382906948,,0.005010735384033709,-0.004693600580692903,,,0
50,mean + var + delta_mean,705.1472,1000.0,0.002096481234467907,0.0,0.09640471293232734,-1.0,-0.1489227752976122,,0
50,mean + var + delta_mean + delta_var,707.1472,95.58275184270646,0.2660411342954041,0.0375272279733312,0.08787967884228266,-0.2438195100932788,0.42887162723326333,-0.9844293271470492,0
50,mean + var + delta_var,705.1472,984.4443682931516,0.4008034912100127,0.7531968272897954,0.0048349720457044,0.003228832057323449,,0.10679568626974106,0
50,var,583.9862,689.4323398098018,0.0015260846085881398,,,-1.0,,,0
50,var + delta_mean,703.1472,906.3784433534751,0.0013203462833320562,0.9999999999816114,,-1.0,-1.0,,0
50,var + delta_mean + delta_var,607.431,688.7912870029077,0.002357763561875289,0.944540959266649,,-1.0,-0.9999860060458382,1.0,0
50,var + delta_var,661.6612,1000.0,0.0008733834845466513,2.474845970644545e-10,,-1.0,,1.0,0
51,delta_mean,703.9198,142.04267524707532,0.0010752187111357301,0.011368789433116241,,,0.9754722298024164,,0
51,delta_mean + delta_var,705.9198,273.9041822740554,0.30189470405875607,0.1104994262141842,,,-0.14503353982785971,0.493904559192238,0
51,delta_var,678.7376,431.2822502558468,0.9983885927596958,0.2533959755004021,,,,-0.07044219489809801,0
51,mean,37742.4196,140.22415763503454,0.2193450295482866,,0.0869078220458118,,,,0
51,mean + delta_mean,705.9198,1000.0,0.0131487639997538,0.9673492295935576,0.03299762603307284,,-1.0,,0
51,mean + delta_mean + delta_var,192.709,70.87823674324655,0.217618281591514,0.19688428431022195,0.12120306743727526,,-0.18403889376980215,1.0,0
51,mean + delta_var,705.9198,436.85988156127115,0.1355337580784014,0.4644932880637481,0.0239675219919616,,,0.3394697510159262,0
51,mean + var,177.7742,787.3008891628184,0.2430942484933875,,0.0026808133111320964,-0.03133682659504858,,,0
51,mean + var + delta_mean,178.5208,703.9878933564679,0.2481839371378432,0.4868965393001117,0.004014063745360111,-0.02772207907970266,-0.01176312318742466,,0
51,mean + var + delta_mean + delta_var,180.2102,100.49076863426356,0.307772197998376,0.10687481448562013,-0.015432595138739059,-0.1568172791753629,-0.2711202166496873,0.999949165212802,0
51,mean + var + delta_var,143.4582,405.09451300452884,0.2347756790909516,0.17202087103528876,0.004874592634026507,-0.07205694565743112,,0.1324642361045746,0
51,var,177.0986,650.7287283859199,0.2509430197953137,,,-0.0466627527758999,,,0
51,var + delta_mean,181.0986,57.44291623623378,0.2534053902151808,0.9346534040493292,,-0.456919103999293,-0.9551891132415492,,0
51,var + delta_mean + delta_var,199.77900000000002,316.549318486537,0.2541688959236214,0.9289148850692756,,-0.08538183563977482,-0.13381421895159404,-0.08246153243887454,0
51,var + delta_var,661.0548,962.547109663605,0.4815339971867117,0.9441190959021812,,-0.02455824631055993,,-0.3486947200698956,0
52,delta_mean,642.1808,868.8998562550577,0.9184864179416726,0.015308565003078409,,,-0.007226215403782811,,0
52,delta_mean + delta_var,705.9198,54.61590873624972,0.9750450835860656,0.06656956137738453,,,0.062463534637954,-0.3412370057936285,0
52,delta_var,703.9198,328.18000593207836,0.9019009060923384,0.9981388848982102,,,,-0.5802252197418131,0
52,mean,701.9198,161.04322152976067,0.013791473858923785,,0.03625052120177615,,,,0
52,mean + delta_mean,705.9198,338.50010803136354,0.01735524117093107,0.5579726697581031,-0.007282670694275168,,0.10669101018953016,,0
52,mean + delta_mean + delta_var,707.9198,551.6581180387046,0.058064793462286476,0.8521447047663054,0.00226890586685762,,-0.2024720167374632,0.3214691413876868,0
52,mean + delta_var,705.9198,526.4212171061788,0.9255094755897388,0.051041495099974715,0.0007691931366661271,,,-0.023583918347370784,0
52,mean + var,703.9198,201.6853537072141,0.0436139801577644,,-0.0014074173236322204,-0.059518812308178966,,,0
52,mean + var + delta_mean,707.9198,971.6932757617276,0.062191057636691,0.9788277848599392,-0.0016185958906708606,-0.013307298051546231,-0.467608477828149,,0
52,mean + var + delta_mean + delta_var,709.9198,1000.0,0.3035409248632306,0.9640780689203176,0.00014541934312961656,-0.013532157211217113,0.5093416656809014,-0.9984307522231765,0
52,mean + var + delta_var,707.9198,252.47710355533798,0.9957318905626592,0.049836784055214314,0.002801679100562732,1.0,,-0.04781510231271698,0
52,var,701.9198,488.25355284650885,0.04341582562196288,,,-0.023247875732392155,,,0
52,var + delta_mean,575.4766,56.96328229573551,0.067156585930019,0.8555383877613101,,-0.16459754732647744,-0.999920349449548,,0
52,var + delta_mean + delta_var,707.9198,582.7740934307832,0.044333685600960585,0.0,,0.07645228298142852,0.03008730016889768,0.024855398468076027,0
52,var + delta_var,702.8138,209.4693054591209,0.0023584832409327787,1.0,,-0.9999999993307004,,1.0,0
53,delta_mean,701.1472,91.51498907000601,0.4037433976292822,0.7795314785395415,,,0.9756042129694484,,0
53,delta_mean + delta_var,703.1472,455.01873429144655,0.3597668556847546,0.925546403413568,,,1.0,-0.6465403780103062,0
53,delta_var,701.1472,401.41666965403687,0.34830185692867904,0.9519812707199974,,,,1.0,0
53,mean,699.1472,967.8880351674327,0.00027935438457501853,,1.0,,,,0
53,mean + delta_mean,283.1222,903.8364090225676,0.3783792576857559,0.8918775584829939,0.0038081252920406775,,0.2846491385779689,,0
53,mean + delta_mean + delta_var,253.9484,950.4797924666967,0.3691399033966036,0.8596773247096132,0.003953310258432859,,0.3210244304939027,-0.2077208907475224,0
53,mean + delta_var,563.8016,803.9776336345708,0.0003362701919888948,2.2593731892538016e-08,1.0,,,-0.9999999983652428,0
53,mean + var,595.2754,847.5670579733531,0.00031905934437021665,,1.0,1.0,,,0
53,mean + var + delta_mean,705.1472,766.5747731122935,0.3108208540843891,0.6746111520111425,0.008648227532095853,0.04001607476146541,0.14278040286399366,,0
53,mean + var + delta_mean + delta_var,707.1472,709.2833470712973,0.3454171604340063,0.7166245760695465,0.008361545544480287,0.035968166686173496,0.14354152604681672,0.049668741265023186,0
53,mean + var + delta_var,532.4146,362.3093581558976,0.32297517898369216,0.6879267334590009,0.016798282824646904,0.1423884826360519,,0.6683506671943014,0
53,var,610.3914,1000.0,0.0066987011512769,,,-1.0,,,0
53,var + delta_mean,688.2132,247.38334496924926,0.010051041964858351,0.9999999999980176,,-1.0,-1.0,,0
53,var + delta_mean + delta_var,705.1472,692.9252364348953,0.3617813535654593,0.9483707590230324,,-0.003398498673515658,1.0,-0.7064060660634374,0
53,var + delta_var,400.5568,142.54290672266418,0.35163807301171845,0.6534185815462307,,0.26909394594168995,,1.0,0
54,delta_mean,701.1472,234.48969731953576,0.7348255186995282,0.09298576276485997,,,-0.06516222100189588,,0
54,delta_mean + delta_var,703.1472,269.9258835262679,0.11254767864101564,0.0,,,-0.3606499104510909,0.8832834216713717,0
54,delta_var,701.1472,838.9293094918855,0.3290203158164374,0.9478255861948404,,,,-1.0,0
54,mean,699.1472,241.77013855918946,0.006775678328356102,,0.3009169022811529,,,,0
54,mean + delta_mean,160.537,794.425428463125,0.004391020770000209,0.6109163725422228,-0.18413919938900708,,0.9213820611122582,,0
54,mean + delta_mean + delta_var,705.1472,142.7995259663863,0.9898938970405524,0.028951251347833263,-0.028191195552843457,,-0.2770373969310944,-1.0,0
54,mean + delta_var,148.035,693.1662770026193,0.9993792275195412,0.013354588828356785,-0.00048410770135957784,,,-0.9999998862541348,0
54,mean + var,142.7692,978.6564564986003,0.01897445191748131,,-0.05661942425885282,-0.9999997781145324,,,0
54,mean + var + delta_mean,166.0464,234.1053516479065,0.13330224423288028,0.009800450707381371,-0.032624111653130915,-0.9983517097891774,-0.41241334339383795,,0
54,mean + var + delta_mean + delta_var,707.1472,214.96344932492883,0.13327391855928247,0.009821714438182244,-0.0355183160354072,-0.9993069775011534,-0.4488796154608075,0.08745987993985972,0
54,mean + var + delta_var,705.1472,335.9846902992368,0.109499610631569,0.6268783387997156,-0.038917958726485735,-0.6001731728573607,,-1.0,0
54,var,699.1472,925.0890218832776,0.014160587124112922,,,-0.5567947391451192,,,0
54,var + delta_mean,662.0434,1000.0,0.05580701362498818,0.033958230792267244,,-1.0,-0.2317705553562964,,0
54,var + delta_mean + delta_var,666.2556,1000.0,0.049643911401866934,0.03877079240376469,,-0.5095800782571339,-0.31462632763904164,1.0,0
54,var + delta_var,152.8344,653.0009658591476,0.9994806499865444,0.013453298748771998,,1.0,,-0.9998942346421864,0
55,delta_mean,701.1472,761.3277872508107,0.0,1.0,,,-1.0,,0
55,delta_mean + delta_var,703.1472,233.39644829596023,1.0,0.9994200314117632,,,1.0,1.0,0
55,delta_var,701.1472,39.56129025407386,0.043422897829739016,0.5360408655360778,,,,-1.0,0
55,mean,698.9038,142.75010435718568,6.494687557227156e-05,,-0.9999993558163291,,,,0
55,mean + delta_mean,589.4614,413.79273044060096,0.06898456553195492,0.0,-0.9095884698621972,,0.9045364980758068,,0
55,mean + delta_mean + delta_var,705.1472,531.2712668169111,0.007226921067787583,0.0,-1.0,,0.9441704197261556,1.0,0
55,mean + delta_var,703.1472,1000.0,0.17602431875532307,0.9820979335998486,-0.003730359446791034,,,1.0,0
55,mean + var,700.9048,541.0899257819369,0.9992802754435486,,0.00044730310209667353,1.0,,,0
55,mean + var + delta_mean,705.1472,1000.0,0.03912164512746765,0.0,-0.978969315991033,0.09344644466198668,1.0,,0
55,mean + var + delta_mean + delta_var,707.1258,201.65549887644173,0.9404612288558306,0.8077014761384573,-0.002273351473910623,1.0,-1.0,0.9478352078723544,0
55,mean + var + delta_var,705.1472,717.7453121976747,0.18847303947707567,0.2572939351589677,0.001775423850955613,0.06425289975371562,,0.08293469834726265,0
55,var,695.0564,745.8410457298033,0.0022850543627819875,,,-1.0,,,0
55,var + delta_mean,699.0534,915.5523879642335,1.0,0.9997039588725593,,-1.0,1.0,,0
55,var + delta_mean + delta_var,705.1054,554.2610693411108,0.002563486084163125,1.0,,-1.0,1.0,1.0,0
55,var + delta_var,699.0858,473.66704178800416,0.9997143269713882,0.002744973067005934,,1.0,,-1.0,0
56,delta_mean,770.4618,645.2310134570248,1.0,1.0,,,1.0,,0
56,delta_mean + delta_var,772.4618,168.5647119607626,1.0,0.9452460918789174,,,-1.0,1.0,0
56,delta_var,576.3476,948.600388664046,0.6528553370170448,0.9899374503107906,,,,-0.9966602741980548,0
56,mean,584.2552,298.9832098964146,0.0448599137723926,,0.01714700436099148,,,,0
56,mean + delta_mean,772.4618,1000.0,0.019460844847497775,0.8020232791984582,0.0028485193017801784,,0.06389052038447499,,0
56,mean + delta_mean + delta_var,637.8732,910.5267335786548,0.2224985341099932,0.9260747751054011,0.003882882662437237,,-0.0017644253762198261,0.7013270206411549,0
56,mean + delta_var,772.4618,59.70710216609349,0.013460026916794257,0.0,0.4923551186719871,,,-0.9881742892149904,0
56,mean + var,501.7394,745.6716913508719,0.01346013748815703,,0.039423253449303385,0.07912357819944398,,,0
56,mean + var + delta_mean,774.4618,495.08768594189615,0.2266658557382026,0.6435945373956931,0.011228696270091449,0.0034647460882844304,0.02280392519784706,,0
56,mean + var + delta_mean + delta_var,592.2426,1000.0,0.007809543758868436,0.9386209221863407,0.11848066738802393,0.1842220133962933,-0.9999996607882914,-1.0,0
56,mean + var + delta_var,520.7508,846.2839033873955,0.23106505906891786,0.8547292816345752,0.0037176506521184936,-0.0012159801621656507,,0.36213331810271066,0
56,var,768.4618,982.9159222224988,0.054570090104907265,,,-0.00961349387559144,,,0
56,var + delta_mean,772.4618,405.7956372314984,0.5471724194920975,0.8275624560149766,,0.003885263553279362,-0.09449435149868016,,0
56,var + delta_mean + delta_var,763.1656,50.56722294930614,0.0033914185260298835,1.0,,-0.9999999999992728,-1.0,-1.0,0
56,var + delta_var,761.1632,146.90785186078557,0.0011352012906442927,0.0,,-0.9999999992635671,,0.9999999990791656,0
57,delta_mean,703.9198,881.1055763220346,0.3577230983130937,0.9956176554366469,,,0.3597013774700832,,0
57,delta_mean + delta_var,705.9198,12.205534254856055,0.020875733312133424,0.09507328886052813,,,-0.9933313499591752,-1.0,0
57,delta_var,703.9198,509.73221463786916,0.00570923794659626,0.0,,,,-1.0,0
57,mean,701.9198,979.0105273344118,0.029019340331938467,,-0.011029111098742087,,,,0
57,mean + delta_mean,650.879,741.2647032127765,0.043341260973899946,0.0023241510879136893,-0.9999632911421796,,0.9951127539082022,,0
57,mean + delta_mean + delta_var,707.9198,131.62032370852702,0.05188700660663244,0.8176854894658129,-0.10999883916743584,,0.454187558928645,0.4861958103894308,0
57,mean + delta_var,705.9198,711.3519094543992,0.990099056495462,0.020899034029143452,0.0013203597023902095,,,0.12149522342288425,0
57,mean + var,587.7694,181.4073890491529,0.035930903272848695,,-0.09056654778314327,-0.1576181663578011,,,0
57,mean + var + delta_mean,707.9198,195.5816399585548,0.05053416513338806,0.4289077914704954,-0.10840771247038447,-0.05695292329223836,0.15873834338690904,,0
57,mean + var + delta_mean + delta_var,591.1386,127.40381491795044,0.30634271638651184,0.7152943565656558,0.004004189811094111,0.1391630967329174,-0.14662910268093407,0.9998772290151432,0
57,mean + var + delta_var,707.9198,196.5617690422696,0.2909144914582725,0.8105851579875463,0.009861409583950351,0.0810025431531789,,0.7569928772052614,0
57,var,701.9198,887.5664804718671,0.004213355034675618,,,1.0,,,0
57,var + delta_mean,704.3544,350.79438353786486,0.9995184644523042,0.9999999999090768,,0.9999999998324226,-1.0,,0
57,var + delta_mean + delta_var,707.9198,234.21135071548585,0.017893728522061447,0.3985416573608946,,0.6078807133021908,-0.17063446530638535,1.0,0
57,var + delta_var,608.768,268.8301318548572,0.061180266244683076,0.2282021681311256,,0.8657886951266224,,0.9789102104775396,0
58,delta_mean,703.9198,221.89078676789927,0.42366798890127866,0.9880420457298368,,,-0.9999881016673352,,0
58,delta_mean + delta_var,705.9198,587.7717285270182,0.3443177004834385,0.986784566637012,,,-0.7365138277639591,0.9134147897301444,0
58,delta_var,703.9198,142.23511661064126,0.7770842353723831,0.9934622545889238,,,,-0.6722577664318845,0
58,mean,562.752,732.8921951649643,1.0,,0.002677408351949945,,,,0
58,mean + delta_mean,540.9746,167.11504495354123,1.0,0.04043620302551812,0.014962352744258691,,0.0222219151886432,,0
58,mean + delta_mean + delta_var,551.0498,521.1266542944682,1.0,0.11360841903107315,0.0066808260114959465,,-0.014399116147963641,0.06888718067416719,0
58,mean + delta_var,549.0626,712.35892127355,0.9945236300273728,0.1007346785328506,0.004710332961274257,,,0.026682754802102904,0
58,mean + var,547.2074,576.9587120844387,0.9987682544418796,,0.003957330282242139,1.0,,,0
58,mean + var + delta_mean,551.0504,955.1150400092157,0.9994979544794378,0.025493099253312883,0.00266027906542456,1.0,0.004034219466897889,,0
58,mean + var + delta_mean + delta_var,709.9198,132.20635627076862,0.9798647629282836,0.12952802683919212,0.027295582487391223,0.5809266132129858,-0.08218425826989817,0.2918288978824077,0
58,mean + var + delta_var,666.0552,832.8518415849918,1.0,0.09862463923652308,0.004018824521456571,0.14898499003134544,,0.02257018911528955,0
58,var,701.9198,601.7720219851343,0.0043498184106747755,,,0.999999999989374,,,0
58,var + delta_mean,702.752,284.9170061671488,0.053609242665234,0.02801129993451758,,0.7862937634019099,0.2330619961603093,,0
58,var + delta_mean + delta_var,707.5968,1000.0,0.988288244502809,0.8903577980573089,,0.952306095600483,-0.9765473123449232,0.9997707474670184,0
58,var + delta_var,705.597,908.002393074277,0.025280436998088792,0.5843904617067621,,0.2418927110552817,,0.3695937603184386,0
59,delta_mean,728.873,121.75960411275663,0.0,1.0,,,-1.0,,0
59,delta_mean + delta_var,730.873,650.2171098882775,1.0,0.9990407575205767,,,-1.0,-1.0,0
59,delta_var,728.873,199.26253623455398,0.29869492777652235,0.14997895356937754,,,,0.09382165480297812,0
59,mean,613.492,579.5612469639265,0.6823118056372721,,0.0034817022097408425,,,,0
59,mean + delta_mean,579.9426,827.960590456624,0.6766166168601283,0.048990187885973036,0.004864086110308682,,0.009727486651123295,,0
59,mean + delta_mean + delta_var,512.3022000000002,162.89124530396268,0.5530501640482134,0.8322131343628921,0.030032933802207968,,0.1148507881253633,0.3775570885581904,0
59,mean + delta_var,730.873,707.9153166663119,0.5722497036670905,0.9815213950029876,0.006260130420395022,,,1.0,0
59,mean + var,593.168,984.1076881378843,0.999019266215742,,0.0010989811979619023,-0.9930566133115112,,,0
59,mean + var + delta_mean,690.4034,47.49317774442089,0.0006124956597581357,1.0,0.9999877473572384,-1.0,-1.0,,0
59,mean + var + delta_mean + delta_var,692.2146,809.5731064080305,0.5017541260177353,0.9930079788218132,0.005275748805031248,-0.003841805979658468,0.9995983276546346,0.8890527669522401,0
59,mean + var + delta_var,732.873,558.5170542628354,0.5950511454739181,0.0613890208796542,0.0076671683552175796,0.02481538545962115,,0.04636331745083006,0
59,var,684.8754,384.3222069664631,0.9967433079912388,,,-1.0,,,0
59,var + delta_mean,730.873,503.9717939056554,0.9975187857791732,0.9999999094491704,,-0.9999998660829548,1.0,,0
59,var + delta_mean + delta_var,732.873,878.8435012816274,0.9985811102833018,0.0,,0.9999999999971336,1.0,1.0,0
59,var + delta_var,730.873,48.102211219702326,0.005043662983705515,1.0,,-0.9999999997922796,,1.0,0
60,delta_mean,703.9198,255.0880249399429,0.18349408511024576,0.8212695899166856,,,-1.0,,0
60,delta_mean + delta_var,667.0310000000001,726.2941216227956,0.14628658302079467,0.8420453315165392,,,-1.0,0.8284382294728707,0
60,delta_var,665.0232,519.692960127089,0.9883037300703851,0.019683759651196224,,,,-0.3136359098915844,0
60,mean,86.3754,999.999999940146,0.0004266822542037141,,1.0,,,,0
60,mean + delta_mean,79.7258,422.73327863196965,0.07988879530024147,0.9214227759220132,0.062409438251796616,,-1.0,,0
60,mean + delta_mean + delta_var,42.5614,1000.0,0.6057366414826626,0.161869075335461,0.07463212197168324,,0.7113898800758405,-1.0,0
60,mean + delta_var,48.3228,1000.0,0.113855515797984,0.9064602453063156,0.0481369262016163,,,-1.0,0
